file,sheet,window_id,start_time,end_time,window_center_time,class_label,predicted_group,expected_family,expected_match,transition_phase,seal_label,heat_source_inferred,hole_time,mean_in_temp,std_in_temp,slope_in_temp,mean_out_temp,std_out_temp,slope_out_temp,mean_in_hum,std_in_hum,slope_in_hum,mean_out_hum,std_out_hum,slope_out_hum,mean_AH_in,std_AH_in,slope_AH_in,mean_AH_out,std_AH_out,slope_AH_out,mean_dT,std_dT,slope_dT,mean_dAH,std_dAH,slope_dAH,first_mean_in_temp,second_mean_in_temp,delta_half_in_temp,first_mean_out_temp,second_mean_out_temp,delta_half_out_temp,first_mean_in_hum,second_mean_in_hum,delta_half_in_hum,first_mean_out_hum,second_mean_out_hum,delta_half_out_hum,first_mean_AH_in,second_mean_AH_in,delta_half_AH_in,first_mean_AH_out,second_mean_AH_out,delta_half_AH_out,first_mean_dT,second_mean_dT,delta_half_dT,first_mean_dAH,second_mean_dAH,delta_half_dAH,first_slope_in_temp,second_slope_in_temp,first_slope_AH_in,second_slope_AH_in,delta_in_temp,delta_out_temp,delta_in_hum,delta_AH_in,corr_temp,corr_hum,corr_AH,high_in_hum_ratio,high_out_hum_ratio,in_ah_gt_out_ah_ratio,max_hourly_temp_rise,max_hourly_temp_drop,max_hourly_hum_rise,transition_score,transition_rank_pct,transition_score_v2_old,transition_rank_pct_v2_old,transition_score_v3,transition_rank_pct_v3,route_role,route_branch,info_score_v3,legacy_info_score,static_context_score_v3,route_reason_v3,info_score_v2,smooth_transition_score_v3,event_active,primary_event_file,in_primary_event
2026-03-04 120007_seal_unheated-2026-03-04 163909_unseal_unheated,Serial Data Log,W0001,2026-03-04 12:00:00,2026-03-05 00:00:00,2026-03-04 18:00:00,外部高湿驱动工况,candidate_high_info,transition_run,1.0,near_transition,unseal,无,2026-03-04 16:39:09,15.067294281729428,0.2852915565099309,-0.06088788348053313,14.98721059972106,0.12680551465416187,-0.02829379375289698,56.55870292887029,0.6529673284449609,0.18447913607800132,90.61714086471409,1.2784644239094196,0.3317409713878401,7.278958818474276,0.0785016554345834,-0.003311980642812818,11.605252199641985,0.12521822855324705,0.02259468723091973,0.08008368200836828,0.21844100676033462,-0.0325940897276352,-4.3262933811677105,0.17309299839681364,-0.025906667873732952,15.212458100558658,14.922534818941505,-0.28992328161715264,15.05022346368715,14.924373259052926,-0.12585020463422403,55.98617318435753,57.12963788300836,1.1434646986508241,89.67243016759775,91.55922005571031,1.8867898881125598,7.269810096088533,7.2880820569536535,0.018271960865120285,11.528528587009339,11.681762097476215,0.15323351046687606,0.16223463687150846,-0.001838440111420534,-0.164073076982929,-4.258718490920805,-4.393680040522563,-0.13496154960175755,-0.15512763582339598,-0.04209034895191098,-0.0410585144769761,-0.0034363693753565318,-1.740000000000002,-0.6600000000000001,2.460000000000001,-0.4607200747677833,0.6876615851580082,0.9424528104235571,-0.4129809277823179,0.0,1.0,0.0,0.026833333333334153,-0.5905000000000005,0.4273333333333298,5.13826974026837,1.0,1.9751113492751398,1.0,5.13826974026837,1.0,transition_core,transition_branch,5.13826974026837,,,phase=near_transition | transition_multiview_score_v3,5.13826974026837,4.61198887188403,True,2026-03-04 120007_seal_unheated-2026-03-04 163909_unseal_unheated,True
2026-03-04 120007_seal_unheated-2026-03-04 163909_unseal_unheated,Serial Data Log,W0002,2026-03-04 13:00:00,2026-03-05 01:00:00,2026-03-04 19:00:00,外部高湿驱动工况,candidate_high_info,transition_run,1.0,near_transition,unseal,无,2026-03-04 16:39:09,14.963500697350069,0.1609161673621002,-0.04065438254928684,14.93794979079498,0.16016788587435052,-0.03652021694095878,56.74089260808926,0.589129682789458,0.1668862695970079,90.9952719665272,0.8873219956563663,0.24214320946571657,7.25628377980334,0.042435318145850665,0.003389567749364122,11.619074786693648,0.09844573468000146,0.0051198938565779175,0.025550906555090746,0.08375532495295977,-0.004134165608328077,-4.362791006890307,0.08401027143563451,-0.0017303261072139425,15.060391061452517,14.866880222841226,-0.19351083861129048,15.025977653631283,14.85016713091922,-0.1758105227120641,56.230195530726256,57.250167130919216,1.0199716001929602,90.29254189944135,91.69604456824514,1.403502668803796,7.233741718980479,7.2787630493704265,0.0450213303899476,11.591484238811079,11.646588480682391,0.055104241871312354,0.03441340782122918,0.01671309192200561,-0.017700315899223572,-4.3577425198306,-4.367825431311964,-0.010082911481363865,-0.0567948455165365,-0.07512931325195688,0.0011046415855360439,-0.019072955387922814,-0.9199999999999999,-0.6500000000000004,2.039999999999999,-0.1453963371430067,0.8639228920516053,0.9616849329163694,0.5307615134356103,0.0,1.0,0.0,0.026833333333334153,-0.1998022598870044,0.41226436781609266,4.085708003499689,0.9714285714285714,1.712105522628393,0.9714285714285714,4.085708003499689,0.9714285714285714,transition_core,transition_branch,4.085708003499689,,,phase=near_transition | transition_multiview_score_v3,4.085708003499689,4.24787284314945,True,2026-03-04 120007_seal_unheated-2026-03-04 163909_unseal_unheated,True
2026-03-04 120007_seal_unheated-2026-03-04 163909_unseal_unheated,Serial Data Log,W0003,2026-03-04 14:00:00,2026-03-05 02:00:00,2026-03-04 20:00:00,外部高湿驱动工况,candidate_high_info,transition_run,1.0,near_transition,unseal,无,2026-03-04 16:39:09,14.900209497206703,0.17045504124109123,-0.04309552520777689,14.89177374301676,0.19792082667391253,-0.04838109800775823,56.89453910614526,0.5573500587414162,0.15755544125114707,91.24534916201117,0.6977364127602946,0.1933475957452541,7.247984097030726,0.047057016981844245,0.0010619083115845254,11.618447493251683,0.10015073543005967,-0.009558940125432756,0.00843575418994422,0.05465272492957328,0.005285572799981304,-4.370463396220957,0.0680683810672243,0.010620848437017199,15.011508379888271,14.78891061452514,-0.22259776536313147,15.025195530726258,14.758351955307264,-0.26684357541899395,56.42826815642458,57.36081005586592,0.9325418994413397,90.68170391061453,91.80899441340783,1.1272905027933007,7.237662775193265,7.258305418868188,0.020642643674922745,11.640972640166991,11.595922346336378,-0.045050293830612986,-0.013687150837988674,0.030558659217877114,0.04424581005586579,-4.403309864973725,-4.33761692746819,0.06569293750553484,-0.022103833397302434,-0.10030918835091136,0.018058474671552548,-0.030729025104835793,-0.6800000000000015,-0.6199999999999992,1.7999999999999972,-0.07038870237773853,0.9669120362471889,0.9799579048552901,0.8075068385989536,0.0,1.0,0.0,0.026833333333334153,-0.11983333333333412,0.41226436781609266,3.5196407856802905,0.9428571428571428,1.4272275615945615,0.9428571428571428,3.5196407856802905,0.9428571428571428,transition_core,transition_branch,3.5196407856802905,,,phase=near_transition | transition_multiview_score_v3,3.5196407856802905,3.6223557323624527,True,2026-03-04 120007_seal_unheated-2026-03-04 163909_unseal_unheated,True
2026-03-04 120007_seal_unheated-2026-03-04 163909_unseal_unheated,Serial Data Log,W0004,2026-03-04 15:00:00,2026-03-05 03:00:00,2026-03-04 21:00:00,外部高湿驱动工况,candidate_high_info,transition_run,1.0,near_transition,unseal,无,2026-03-04 16:39:09,14.844379358437934,0.2078012345797877,-0.05363128633869223,14.835369595536958,0.23908586106782995,-0.061701106007189865,57.04133891213389,0.5268743007899447,0.14819734881063487,91.44546722454672,0.5960132545109723,0.1662737033711772,7.2420586812237575,0.05517294517770398,-0.004821664379606352,11.604174642995854,0.1197162665402705,-0.022450830942878357,0.009009762900976367,0.05386457428266928,0.008069819668496432,-4.362115961772096,0.07681321531172505,0.017629166563271858,14.997681564245811,14.691504178272975,-0.30617738597283584,15.023938547486033,14.647325905292478,-0.37661264219355495,56.61416201117318,57.46732590529249,0.8531638941193123,90.96804469273742,91.9215598885794,0.9535151958419732,7.2554311073730196,7.228723504172405,-0.026707603200614827,11.676869206525035,11.531682571287087,-0.14518663523794828,-0.0262569832402233,0.044178272980501386,0.07043525622072469,-4.421438099152015,-4.302959067114682,0.11847903203733257,-0.010126503140862754,-0.11250091314465037,0.02388318804948133,-0.03593935786276531,-0.6600000000000001,-0.7300000000000004,1.75,-0.06829645696036213,0.9806504220577524,0.9897141627566589,0.8687052449022584,0.0,1.0,0.0,0.026833333333334153,-0.11983333333333412,0.41226436781609266,3.26171840790738,0.9142857142857143,1.3520537950850262,0.9142857142857143,3.26171840790738,0.9142857142857143,transition_core,transition_branch,3.26171840790738,,,phase=near_transition | transition_multiview_score_v3,3.26171840790738,3.3088007549431566,True,2026-03-04 120007_seal_unheated-2026-03-04 163909_unseal_unheated,True
2026-03-04 120007_seal_unheated-2026-03-04 163909_unseal_unheated,Serial Data Log,W0005,2026-03-04 16:00:00,2026-03-05 04:00:00,2026-03-04 22:00:00,外部高湿驱动工况,candidate_high_info,transition_run,1.0,near_transition,unseal,无,2026-03-04 16:39:09,14.78302649930265,0.24438936700402394,-0.06504373629075313,14.767517433751745,0.2718449818901943,-0.07219145085588503,57.19078103207809,0.4765462375375803,0.1342374278085202,91.61534170153419,0.5313790970755554,0.14855646189387192,7.23402387595267,0.06598130151108245,-0.011667600642061635,11.577963485842366,0.14237683103578072,-0.03210895820181385,0.015509065550906595,0.05238100628983408,0.007147714565133057,-4.343939609889697,0.08399480479405444,0.020441357559752977,14.98382681564246,14.582785515320335,-0.4010413003221256,15.000698324022348,14.534986072423397,-0.46571225159895135,56.80583798882681,57.57465181058497,0.7688138217581582,91.19078212290503,92.03871866295263,0.8479365400475984,7.273879178429232,7.194279591031752,-0.07959958739747997,11.688923886410103,11.46731216717036,-0.22161171923974265,-0.016871508379888163,0.04779944289693591,0.06467095127682407,-4.415044707980873,-4.2730325761386085,0.14201213184226447,-0.005815637579897765,-0.11223349946615399,0.022307963569662026,-0.03581414227627015,-0.7900000000000009,-0.8699999999999992,1.7999999999999972,-0.11904598980549519,0.9850234937321636,0.98863707674794,0.9351275689759976,0.0,1.0,0.0,0.026833333333334153,-0.11983333333333412,0.41226436781609266,3.1450430712418003,0.8857142857142857,1.2043751348606238,0.8857142857142857,3.1450430712418003,0.8857142857142857,transition_core,transition_branch,3.1450430712418003,,,phase=near_transition | transition_multiview_score_v3,3.1450430712418003,2.7429357880613185,True,2026-03-04 120007_seal_unheated-2026-03-04 163909_unseal_unheated,True
2026-03-04 120007_seal_unheated-2026-03-04 163909_unseal_unheated,Serial Data Log,W0006,2026-03-04 17:00:00,2026-03-05 05:00:00,2026-03-04 23:00:00,外部高湿驱动工况,candidate_high_info,transition_run,1.0,post_transition,unseal,无,2026-03-04 16:39:09,14.716203059805286,0.27611040531601166,-0.07513929070315394,14.700319888734354,0.30359137805070907,-0.08350930121175085,57.33489568845619,0.40789931163882065,0.11699942254289727,91.77499304589708,0.4560053861609977,0.12956664518084146,7.222894893490525,0.0782697937903957,-0.018337753104233794,11.550946217448761,0.1637925498602671,-0.04248424015298127,0.0158831710709319,0.048747747414137864,0.008370010508597233,-4.328051323958234,0.09015884252751108,0.02414648704874743,14.957158774373259,14.475916666666667,-0.48124210770659204,14.970473537604455,14.430916666666667,-0.5395568709377887,56.989052924791075,57.67977777777778,0.6907248529867047,91.39629526462394,92.15263888888889,0.7563436242649431,7.285511950511031,7.160451772739523,-0.12506017777150813,11.693701047882794,11.408587928210379,-0.28511311967241504,-0.013314763231197646,0.04499999999999997,0.058314763231197615,-4.4081890973717615,-4.248136155470855,0.16005294190090602,-0.012549901917189814,-0.1063839170597311,0.012351258062095936,-0.033660318666376664,-0.7700000000000014,-0.75,1.5499999999999972,-0.1426016814594453,0.9903301874506313,0.9922610072693261,0.9682342237967326,0.0,1.0,0.0,0.026833333333334153,-0.11983333333333412,0.22149999999999892,1.8220458850347747,0.8571428571428571,1.0679910406150714,0.8571428571428571,1.8220458850347747,0.8571428571428571,transition_context,transition_branch,1.8220458850347747,,,phase=post_transition | transition_multiview_score_v3,1.8220458850347747,2.027502719042895,True,2026-03-04 120007_seal_unheated-2026-03-04 163909_unseal_unheated,True
2026-03-04 120007_seal_unheated-2026-03-04 163909_unseal_unheated,Serial Data Log,W0007,2026-03-04 18:00:00,2026-03-05 06:00:00,2026-03-05 00:00:00,外部高湿驱动工况,candidate_high_info,transition_run,1.0,post_transition,unseal,无,2026-03-04 16:39:09,14.648164116828928,0.30733914341118634,-0.08631773751965963,14.630097357440892,0.3314795337816906,-0.09414458033570018,57.45527121001391,0.3799566059998995,0.10942366523850376,91.91034770514602,0.41974327787675264,0.11986688968886715,7.2081829187293645,0.09053039965898897,-0.024232113651329424,11.518731503846428,0.1827549153415333,-0.051176834370559365,0.018066759388039,0.047324117938405866,0.007826842816040359,-4.310548585117063,0.0960474531286604,0.026944720719230056,14.923259052924793,14.373833333333334,-0.5494257195914596,14.925403899721449,14.33561111111111,-0.5897927886103389,57.12763231197771,57.782000000000004,0.6543676880222904,91.556713091922,92.26299999999998,0.7062869080779706,7.288147645368384,7.128440316331008,-0.15970732903737606,11.682173723557645,11.355743290301072,-0.32643043325657217,-0.0021448467966572963,0.03822222222222225,0.04036706901887954,-4.394026078189262,-4.227302973970064,0.16672310421919878,-0.04157137798218467,-0.09867425058185027,-0.0031852852363716067,-0.030665969867677056,-0.8500000000000014,-0.9299999999999997,1.2899999999999991,-0.21084718875227715,0.9918685296406797,0.991106464887316,0.9782484927580009,0.0,1.0,0.0,0.026833333333334153,-0.11983333333333412,0.1526666666666614,1.1154192008521113,0.8285714285714286,0.9959560536639316,0.8285714285714286,1.1154192008521113,0.8285714285714286,transition_context,transition_branch,1.1154192008521113,,,phase=post_transition | transition_multiview_score_v3,1.1154192008521113,1.3145756379911162,True,2026-03-04 120007_seal_unheated-2026-03-04 163909_unseal_unheated,True
2026-03-04 120007_seal_unheated-2026-03-04 163909_unseal_unheated,Serial Data Log,W0008,2026-03-04 19:00:00,2026-03-05 07:00:00,2026-03-05 01:00:00,外部高湿驱动工况,candidate_high_info,transition_run,1.0,post_transition,unseal,无,2026-03-04 16:39:09,14.573477051460362,0.3295821347184278,-0.09428067073684533,14.549652294853965,0.3458605453296993,-0.099249121971307,57.56485396383867,0.36569497249152244,0.10539455996925826,92.0314742698192,0.40111723720884995,0.11463473688298467,7.189159727235516,0.10001089523592926,-0.028245145395602373,11.47750890662944,0.1935712577904003,-0.05536408337839434,0.0238247566063978,0.04300647614852507,0.00496845123446065,-4.288349179393925,0.09647557854825409,0.027118937982791882,14.868050139275766,14.279722222222224,-0.588327917053542,14.851894150417827,14.24825,-0.6036441504178267,57.24805013927576,57.88077777777778,0.6327276385020184,91.69389972144847,92.36811111111112,0.6742113896626449,7.279012471209536,7.099556574216978,-0.17945589699255837,11.647540327996383,11.307949794766293,-0.3395905332300906,0.01615598885793876,0.03147222222222222,0.01531623336428346,-4.368527856786846,-4.208393220549316,0.16013463623753044,-0.07480827878085557,-0.09036026504082097,-0.01892348495822797,-0.02733700207080717,-0.9699999999999989,-1.1099999999999994,1.2899999999999991,-0.2641919366715637,0.9930494872835286,0.9904074814484713,0.9856916913015941,0.0,1.0,0.0,0.006999999999999673,-0.11983333333333412,0.13666666666667027,1.0062618280864626,0.8,0.9009623834947331,0.8,1.0062618280864626,0.8,transition_context,transition_branch,1.0062618280864626,,,phase=post_transition | transition_multiview_score_v3,1.0062618280864626,0.9734409571614823,True,2026-03-04 120007_seal_unheated-2026-03-04 163909_unseal_unheated,True
2026-03-04 120007_seal_unheated-2026-03-04 163909_unseal_unheated,Serial Data Log,W0009,2026-03-04 20:00:00,2026-03-05 08:00:00,2026-03-05 02:00:00,外部高湿驱动工况,candidate_high_info,transition_run,1.0,post_transition,unseal,无,2026-03-04 16:39:09,14.490959666203059,0.33854645429178176,-0.09733106817626945,14.461571627260081,0.34185819451180227,-0.09794285269876091,57.668692628650916,0.35509654042750394,0.10233528957363155,92.14248956884562,0.3809949656993566,0.10882669316470936,7.165945986120382,0.10458481414919173,-0.02995364249551477,11.429628716137474,0.19262912914117244,-0.05506239277249634,0.02938803894297636,0.03556019528975951,0.0006117845224924264,-4.2636827300170905,0.0901224666232084,0.025108750276981836,14.789442896935933,14.193305555555556,-0.596137341380377,14.759164345403903,14.164805555555555,-0.5943587898483482,57.35983286908078,57.97669444444445,0.6168615753636644,91.80818941504178,92.4758611111111,0.6676716960693199,7.258416955053918,7.073731880989441,-0.1846850740644772,11.596397034689808,11.26332364291445,-0.33307339177535766,0.030278551532033442,0.028499999999999984,-0.0017785515320334587,-4.33798007963589,-4.189591761925011,0.14838831771087868,-0.1000054711666216,-0.08189484845400691,-0.030584470492630383,-0.024173605377318913,-1.0199999999999996,-1.1000000000000014,1.2199999999999989,-0.2947727082914744,0.9945843471309206,0.9899084447765468,0.9908106798659004,0.0,1.0,0.0,-0.03416666666666579,-0.11983333333333412,0.11716666666666242,0.7986418425458726,0.7714285714285715,0.7971781244096379,0.7714285714285715,0.7986418425458726,0.7714285714285715,transition_context,transition_branch,0.7986418425458726,,,phase=post_transition | transition_multiview_score_v3,0.7986418425458726,0.8413264702823134,True,2026-03-04 120007_seal_unheated-2026-03-04 163909_unseal_unheated,True
2026-03-04 120007_seal_unheated-2026-03-04 163909_unseal_unheated,Serial Data Log,W0010,2026-03-04 21:00:00,2026-03-05 09:00:00,2026-03-05 03:00:00,外部高湿驱动工况,candidate_high_info,transition_run,1.0,post_transition,unseal,无,2026-03-04 16:39:09,14.402044506258692,0.33370523616802994,-0.09582577640916684,14.368956884561893,0.32348579692556007,-0.09244454163678682,57.76980528511822,0.3497961458462755,0.10078991594509781,92.24728789986092,0.3760152670638279,0.10732508958327025,7.139552031703422,0.1029937363175238,-0.029450419893902503,11.377792031806797,0.17985030952866662,-0.051241107039220996,0.033087621696801114,0.03011920328383185,-0.0033812347723800556,-4.238240000103374,0.07808564712306812,0.021790687145317674,14.691504178272975,14.113388888888888,-0.5781152893840869,14.647325905292478,14.091361111111112,-0.5559647941813655,57.46732590529249,58.071444444444445,0.6041185391519548,91.9215598885794,92.57211111111111,0.6505512225317176,7.228723504172405,7.050628257769074,-0.17809524640333052,11.531682571287087,11.224328966047283,-0.30735360523980404,0.044178272980501386,0.02202777777777778,-0.022150495202723604,-4.302959067114682,-4.17370070827821,0.12925835883647263,-0.11250091314465037,-0.07547795824577735,-0.03593935786276531,-0.021424129665638045,-1.08,-1.1099999999999994,1.1700000000000017,-0.32849838578262336,0.9962819008051809,0.9896854645660607,0.9948596134682659,0.0,1.0,0.0,-0.06700000000000017,-0.11983333333333412,0.11716666666666242,0.7190757402146053,0.7142857142857143,0.6659635901947663,0.7428571428571429,0.7190757402146053,0.7142857142857143,transition_context,transition_branch,0.7190757402146053,,,phase=post_transition | transition_multiview_score_v3,0.7190757402146053,0.7519692308259686,False,2026-03-04 120007_seal_unheated-2026-03-04 163909_unseal_unheated,False
