segment_id,provisional_role_v1,distance_to_positive_centroid,distance_to_negative_centroid,margin_positive_minus_negative
120165524_20260306-160246_sealed_extHigh_intLow_noHeat_noChange_na::full,breathing_watch,2.1798075142077966,2.47732840066641,0.2975208864586132
120165524_20260321-170450_unseal_extHigh_intLow_Heat_Change_20260321-1800_noHeat::post_change,confound,1.7531379787096313,2.255319890752818,0.5021819120431865
120165524_20260302 161335_sealed_extHigh_intLow_noHeat_noChange_na::full,negative_reference,3.899724511394694,2.2635263079934496,-1.6361982034012446
120165524_20260308-172014_sealed_extHigh_intLow_noHeat_Change_20260310-1000_unsealed::pre_change,negative_reference,1.7226524012158064,2.2635263079934496,0.5408739067776431
120165524_20260303-181049_unsealed_extHigh_intLow_noHeat_noChange_na::full,positive_reference,2.1652951696293052,2.6542744681381065,0.4889792985088013
120165524_20260304-120007_sealed_extHigh_intLow_noHeat_Change_20260304-1639_unsealed::post_change,transition_positive,1.5471947608941217,2.3074199859436386,0.760225225049517
120165524_20260308-172014_sealed_extHigh_intLow_noHeat_Change_20260310-1000_unsealed::post_change,transition_positive,1.491724222963367,2.6587550019755364,1.1670307790121695
120165524_20260323-213435_seal_extHigh_intLow_noHeat_Change_20260324-9000_unseal::post_change,transition_positive,2.2715240342309904,3.299333117981802,1.0278090837508116
