segment_id,run_id,segment_name,segment_role,segment_source,segment_hours,segment_analyzable,segment_seal_state,primary_task,secondary_tasks,static_bucket,final_assessment_v1,raw_label_v1,raw_confidence_v1,prototype_margin_v1,transition_bucket,transition_recommended_use,weak_positive_support_score_v2,breathing_suppression_score_v2,confound_reject_score_v2,support_status_v2,support_risk_v2,support_reason_v2,needs_review_v2,best_lag_level_hum,corr_headroom_in_hum,corr_out_hum_in_hum,late_rh_gain_per_out,max_corr_level_hum,best_lag_rh_h,early_ah_resp_ratio,best_lag_dew_h,corr_dew_gap_in_dew,dew_gap_area_pos,end_start_dAH,headroom_gain_ratio,late_minus_early_rh_gain,max_corr_level_ah,max_corr_level_dew,ah_neg_response_ratio,dew_headroom_capture_ratio,dew_neg_response_ratio,best_lag_h,positive_ah_response_ratio,ah_gap_area_pos,corr_headroom_AH_in,corr_out_dew_in_dew,delta_half_dAH,delta_half_in_h,early_rh_gain_per_out,headroom_area_pos,max_corr_dew_change,slope_dAH_per_h,vpd_in_mean,late_ah_resp_ratio,max_corr_dAH_change,max_corr_outRH_inRH_change,ah_ingress_r2,ah_ingress_slope,dew_ingress_r2,dew_ingress_slope,ah_gap_q90,best_lag_level_ah,best_lag_level_dew,corr_out_AH_in_AH,mean_dT,positive_drive_ratio,vpd_gap_mean,early_dew_gain_per_out,gain_ratio_dAH_change,amp_in_hum_p90_p10,dew_gap_mean,dew_gap_q90,late_ah_decay_per_headroom,late_minus_early_vpd_gap,mean_dAH,slope_in_h_per_h,std_in_hum_run,ah_pos_gain_per_area,dew_pos_gain_per_area,late_dew_gain_per_out,amp_AH_in_p90_p10,amp_dew_in_p90_p10,amp_headroom_p90_p10,std_AH_in_run,std_dew_in_run,late_minus_early_dew_gain,predicted_memory_role_v2,anomaly_advantage_v2,health_only_risk_v2,distance_health_core,distance_anomaly_reference,distance_hard_negative,guard_feature_score_v3,support_status_v3,support_risk_v3,support_reason_v3,needs_review_v3
120165524_20260303-181049_unsealed_extHigh_intLow_noHeat_noChange_na::full,120165524_20260303-181049_unsealed_extHigh_intLow_noHeat_noChange_na,full,mainfield_extHigh_intLow_noHeat,full_run,15.206944444444444,True,unsealed,static_eval_only,,static_positive_eval_only,review_weak_positive,negative,high,-2.2491051254840846,,,1.0,1.0,0.75,static_supported_weak_positive,medium,raw static baseline stayed weak but multiview support score rose to 1.00,True,0.0,0.8815952481786755,0.9895938484614736,0.4001453716800097,0.994429245680155,0.0,0.0,5.0,-0.945069630114771,92.3714860975466,-3.8953505362475385,-0.0513928863497333,0.2194206364164975,0.8807824294596982,0.9083985896603046,1.0,0.0,1.0,5.0,0.0,60.359867284087514,-0.879902331784556,0.7580463015088971,-0.3398693293083172,0.6159506123075715,0.1807247352635121,60.359867284087514,-0.5175006337222495,-0.0626501669609944,0.797430951163522,0.0,-0.5472368127867813,0.985558253053903,0.9670508147753344,0.4931699029692361,0.9967992359856612,0.4411991571890586,4.223364354999816,3.0,3.0,0.6982023113085194,0.4385432639649507,0.9375,-0.5869613142552988,,0.1770150709562568,1.0079999999999956,6.054388070937857,6.608283569190022,-0.0131722628368863,0.0614816664811597,-3.981157137470487,0.0907935507991394,0.4691021898685808,0.0,0.0,1.0917301526750238,1.6300129868701951,3.118480312734139,0.5620854633788079,0.7629395069599451,1.3864746862380837,,hard_negative,-5.475595361803923,76.53024235507715,76.53024235507715,11.416451798291572,5.940856436487649,0.5409836065573771,static_review_weak_positive_guarded,watch,"weak positive keeps local support but does not pass cross-dataset hard-negative guard; guard=0.54, memory=hard_negative, anomaly_adv=-5.48",True
120165524_20260306-160246_sealed_extHigh_intLow_noHeat_noChange_na::full,120165524_20260306-160246_sealed_extHigh_intLow_noHeat_noChange_na,full,mainfield_extHigh_intLow_noHeat,full_run,42.303333333333335,True,sealed,control_challenge,,static_breathing_watch,watch_breathing,positive,high,2.0427104897468986,,,0.1666666666666666,1.0,0.6,static_watch_breathing_confirmed,watch,raw positive tendency is suppressed by breathing pattern score 1.00 with low support 0.17,True,0.0,-0.6955151089100583,0.9552049799426712,0.4994989287441959,0.9597448166238374,0.0,0.2,1.0,-0.7365437504318073,340.28708703534585,-2.473507676087391,-0.0095537147207441,0.3614805253822792,0.9824514241466928,0.9876630515126156,0.9047619047619048,0.0952380952380952,0.9047619047619048,1.0,0.0952380952380952,197.19119561448383,0.8046049013706081,0.9816369580847274,0.3288841919444207,2.2647777591630813,0.1380184033619166,197.19119561448383,0.7412796341331052,0.0165387365863115,0.8702686370715736,0.0,0.7246604476789773,0.8645664110150036,0.3302199844523346,-0.1089023646878964,0.0351767353884316,0.0713145436301899,5.220085794323703,0.0,0.0,0.9759127066170652,0.3872784560850729,0.9767441860465116,-0.665144383353572,-0.2813783017291689,0.3027590808755177,3.881999999999998,8.085101351874266,8.275724530393864,-0.0030122322041058,0.0992357088447416,-4.690079421753389,0.1123431699952201,1.4699285212365238,0.0004983472505811,0.0005632460175572,,1.772698405307918,4.082763573673848,0.7688796635811652,0.646338382925979,1.4813279712872462,,hard_negative,-0.8332071362963216,73.62302553575374,73.62302553575374,5.777492844035864,4.944285707739542,0.4098360655737705,static_watch_breathing_hardguard,watch,breathing watch is reinforced by tri-memory hard_negative with anomaly_adv -0.83 and suppression 1.00,True
120165524_20260321-170450_unseal_extHigh_intLow_Heat_Change_20260321-1800_noHeat::post_change,120165524_20260321-170450_unseal_extHigh_intLow_Heat_Change_20260321-1800_noHeat,post_change,mainfield_extHigh_intLow_noHeat,heat_off,47.59916666666667,True,unsealed,control_challenge,,static_heatoff_confound_challenge,watch_confound,negative,high,-2.2142873672550953,,,0.3333333333333333,0.8,1.0,static_watch_confound_confirmed,watch,segment matches heat-off confound pattern score 1.00 with low support 0.33,True,1.0,0.8276132260711092,0.9459951146712552,1.30380414831131,0.9638411898559682,4.0,0.0,4.0,-0.981283712076054,252.8716440784118,-8.3207670876946,-0.0637459827953167,0.0001407893618323,0.9963430696020504,0.9970609279899394,0.6521739130434783,0.3260869565217391,0.6739130434782609,4.0,0.3404255319148936,188.9999741964167,-0.9192324819101824,0.988485359587648,-0.6377975429076912,1.4223756131744878,1.3036633589494775,188.9999741964167,0.955810780658805,-0.0316671753763928,0.7761537539239666,1.0,0.9563445921822874,0.731701047722037,0.9321609344257732,0.957089629093517,0.9972344036105942,0.4886937227381634,4.341950996207429,3.0,2.0,0.977008654078894,0.5978801681850034,0.9791666666666666,-0.6371991253666043,2.3724831508328332,0.6544669305840548,2.140000000000001,5.305449633986923,6.007636306476239,0.0073757508268913,0.4712666407432001,-3.9580850459620094,0.0646589005699942,0.9890629335635824,0.0019573305064737,0.0025335956027077,0.8176388323384197,3.8510381183658975,5.818432359606188,0.5756053671035644,2.424231649174965,3.1139538922494285,-1.5548443184944136,hard_negative,-6.7632667614650614,73.51723550459059,73.51723550459059,11.707552469204604,4.944285707739542,0.47619047619047616,static_watch_confound_hardguard,watch,confound watch is reinforced by tri-memory hard_negative with anomaly_adv -6.76 and reject score 1.00,True
120165524_20260304-120007_sealed_extHigh_intLow_noHeat_Change_20260304-1639_unsealed::pre_change,120165524_20260304-120007_sealed_extHigh_intLow_noHeat_Change_20260304-1639_unsealed,pre_change,mainfield_extHigh_intLow_noHeat,seal_change_to_unsealed,4.620555555555556,False,sealed,transition_context,,,,,,,transition_primary_mainfield,transition_train_eval_primary,,,,transition_primary_support,high,segment belongs to a mainfield seal-to-unsealed transition run,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,transition_primary_support,high,segment belongs to a mainfield seal-to-unsealed transition run,True
120165524_20260323-213435_seal_extHigh_intLow_noHeat_Change_20260324-9000_unseal::pre_change,120165524_20260323-213435_seal_extHigh_intLow_noHeat_Change_20260324-9000_unseal,pre_change,mainfield_extHigh_intLow_noHeat,seal_change_to_unsealed,11.40277777777778,False,sealed,transition_context,,,,,,,transition_primary_mainfield,transition_train_eval_primary,,,,transition_primary_support,high,segment belongs to a mainfield seal-to-unsealed transition run,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,transition_primary_support,high,segment belongs to a mainfield seal-to-unsealed transition run,True
120165519_20260309-102255_sealed_extLow_intHigh_noHeat_Change_20260310-1000_unsealed::post_change,120165519_20260309-102255_sealed_extLow_intHigh_noHeat_Change_20260310-1000_unsealed,post_change,internal_moisture_control,seal_change_to_unsealed,71.9888888888889,True,unsealed,transition_context,control_challenge,,,,,,transition_secondary_control,transition_challenge_secondary,,,,transition_secondary_control,watch,segment belongs to a seal-change run outside the main battlefield and should stay as a transition challenge,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,transition_secondary_control,watch,segment belongs to a seal-change run outside the main battlefield and should stay as a transition challenge,True
120165519_20260309-102255_sealed_extLow_intHigh_noHeat_Change_20260310-1000_unsealed::pre_change,120165519_20260309-102255_sealed_extLow_intHigh_noHeat_Change_20260310-1000_unsealed,pre_change,internal_moisture_control,seal_change_to_unsealed,23.61138888888889,True,sealed,transition_context,control_challenge,,,,,,transition_secondary_control,transition_challenge_secondary,,,,transition_secondary_control,watch,segment belongs to a seal-change run outside the main battlefield and should stay as a transition challenge,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,transition_secondary_control,watch,segment belongs to a seal-change run outside the main battlefield and should stay as a transition challenge,True
120165519_20260313-111811_sealed_extLow_intHigh_Heat_Change_20260315-1500_unsealed::post_change,120165519_20260313-111811_sealed_extLow_intHigh_Heat_Change_20260315-1500_unsealed,post_change,internal_moisture_control,seal_change_to_unsealed,48.00388888888889,True,unsealed,transition_context,control_challenge,,,,,,transition_secondary_control,transition_challenge_secondary,,,,transition_secondary_control,watch,segment belongs to a seal-change run outside the main battlefield and should stay as a transition challenge,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,transition_secondary_control,watch,segment belongs to a seal-change run outside the main battlefield and should stay as a transition challenge,True
120165519_20260313-111811_sealed_extLow_intHigh_Heat_Change_20260315-1500_unsealed::pre_change,120165519_20260313-111811_sealed_extLow_intHigh_Heat_Change_20260315-1500_unsealed,pre_change,internal_moisture_control,seal_change_to_unsealed,51.681111111111115,True,sealed,transition_context,control_challenge,,,,,,transition_secondary_control,transition_challenge_secondary,,,,transition_secondary_control,watch,segment belongs to a seal-change run outside the main battlefield and should stay as a transition challenge,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,transition_secondary_control,watch,segment belongs to a seal-change run outside the main battlefield and should stay as a transition challenge,True
120165520_20260310-170038_sealed_extEq_intEq_Heat_Change_20260313-1002_unsealed::post_change,120165520_20260310-170038_sealed_extEq_intEq_Heat_Change_20260313-1002_unsealed,post_change,balanced_control,seal_change_to_unsealed,48.00472222222222,True,unsealed,transition_context,control_challenge,,,,,,transition_secondary_control,transition_challenge_secondary,,,,transition_secondary_control,watch,segment belongs to a seal-change run outside the main battlefield and should stay as a transition challenge,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,transition_secondary_control,watch,segment belongs to a seal-change run outside the main battlefield and should stay as a transition challenge,True
120165520_20260310-170038_sealed_extEq_intEq_Heat_Change_20260313-1002_unsealed::pre_change,120165520_20260310-170038_sealed_extEq_intEq_Heat_Change_20260313-1002_unsealed,pre_change,balanced_control,seal_change_to_unsealed,65.0188888888889,True,sealed,transition_context,control_challenge,,,,,,transition_secondary_control,transition_challenge_secondary,,,,transition_secondary_control,watch,segment belongs to a seal-change run outside the main battlefield and should stay as a transition challenge,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,transition_secondary_control,watch,segment belongs to a seal-change run outside the main battlefield and should stay as a transition challenge,True
120165520_20260318-090358_sealed_extEq_intEq_Heat_Change_20260319-1520_unsealed::post_change,120165520_20260318-090358_sealed_extEq_intEq_Heat_Change_20260319-1520_unsealed,post_change,balanced_control,seal_change_to_unsealed,43.41833333333334,True,unsealed,transition_context,control_challenge,,,,,,transition_secondary_control,transition_challenge_secondary,,,,transition_secondary_control,watch,segment belongs to a seal-change run outside the main battlefield and should stay as a transition challenge,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,transition_secondary_control,watch,segment belongs to a seal-change run outside the main battlefield and should stay as a transition challenge,True
120165520_20260318-090358_sealed_extEq_intEq_Heat_Change_20260319-1520_unsealed::pre_change,120165520_20260318-090358_sealed_extEq_intEq_Heat_Change_20260319-1520_unsealed,pre_change,balanced_control,seal_change_to_unsealed,30.25888888888889,True,sealed,transition_context,control_challenge,,,,,,transition_secondary_control,transition_challenge_secondary,,,,transition_secondary_control,watch,segment belongs to a seal-change run outside the main battlefield and should stay as a transition challenge,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,transition_secondary_control,watch,segment belongs to a seal-change run outside the main battlefield and should stay as a transition challenge,True
