file,near_transition_windows,near_transition_median_rank_pct,near_transition_mean_score,non_near_transition_mean_score,transition_score_lift,transition_pass
2026-03-04 120007_seal_unheated-2026-03-04 163909_unseal_unheated,5,0.9428571428571428,3.830076001719507,0.2893783275410744,3.5406976741784324,True
2026-03-08 172014_seal_unheated,13,0.9411764705882353,1.9683446991625086,0.23261576103818982,1.7357289381243188,True
