file,transition_boost_count,transition_boost_features,transition_boost,near_median_delta_in_hum,near_median_delta_half_in_hum,near_median_max_hourly_hum_rise,near_median_std_out_hum,near_median_corr_AH
2026-03-04 120007_seal_unheated-2026-03-04 163909_unseal_unheated,5,"delta_in_hum,delta_half_in_hum,max_hourly_hum_rise,std_out_hum,corr_AH",True,1.7999999999999972,0.9325418994413397,0.41226436781609266,0.6977364127602946,0.8075068385989536
2026-03-08 172014_seal_unheated,4,"delta_in_hum,delta_half_in_hum,max_hourly_hum_rise,corr_AH",True,1.519999999999996,0.8998888888888885,0.45016666666666794,0.2532960739106884,0.9593870732606834
