duration_h,mean_dT,mean_dAH,delta_half_in_h,delta_half_dAH,slope_in_h_per_h,slope_dAH_per_h,end_start_dAH,std_in_hum_run,std_AH_in_run,amp_in_hum_p90_p10,amp_AH_in_p90_p10,amp_headroom_p90_p10,corr_out_hum_in_hum,corr_out_AH_in_AH,corr_headroom_in_hum,corr_headroom_AH_in,max_corr_dAH_change,best_lag_h,gain_ratio_dAH_change,max_corr_outRH_inRH_change,best_lag_rh_h,max_corr_level_hum,best_lag_level_hum,max_corr_level_ah,best_lag_level_ah,positive_headroom_ratio,positive_drive_ratio,positive_response_ratio,positive_ah_response_ratio,headroom_area_pos,headroom_gain_ratio,early_resp_ratio,early_ah_resp_ratio,early_rh_gain_per_out,late_resp_ratio,late_ah_resp_ratio,late_rh_gain_per_out,late_ah_decay_per_headroom,late_minus_early_rh_gain,late_minus_early_resp_ratio,dew_gap_mean,dew_gap_q90,dew_gap_area_pos,dew_gap_pos_ratio,amp_dew_in_p90_p10,std_dew_in_run,corr_out_dew_in_dew,corr_dew_gap_in_dew,max_corr_dew_change,best_lag_dew_h,max_corr_level_dew,best_lag_level_dew,early_dew_gain_per_out,late_dew_gain_per_out,late_minus_early_dew_gain,dew_headroom_capture_ratio,ah_gap_q90,ah_gap_area_pos,ah_ingress_slope,ah_ingress_r2,ah_ingress_count,ah_pos_gain_per_area,ah_neg_response_ratio,dew_ingress_slope,dew_ingress_r2,dew_ingress_count,dew_pos_gain_per_area,dew_neg_response_ratio,vpd_in_mean,vpd_gap_mean,late_minus_early_vpd_gap,archive,inner_path,path_label,subgroup,file,sheet
21.06222222222222,-0.5878814229249011,0.8417416467234085,0.1583535305057211,-3.664910561283672,0.07800606061085845,-0.3210941820344526,-0.468312564385883,1.7042625088522612,3.8873581612765085,2.945999999999998,9.339852250467953,5.059838397078169,0.016376145271113734,0.9742316380194844,0.3879709561929405,0.8434536482784479,0.9840635808843731,1.0,0.43005887009631355,0.5401533762541417,0.0,-0.005251486289146769,0.0,0.9786408846571142,0.0,0.5909090909090909,0.6363636363636364,0.42857142857142855,1.0,11.25252240623628,0.022606133360256214,,,-0.032150155730591705,0.6666666666666666,1.0,0.04290213257489344,0.07956586102324366,0.07505228830548515,,-2.2908064726073905,1.113724448770662,11.74463986859788,0.6363636363636364,12.566165472107528,5.3193449811024385,0.9710139173937811,0.8627144667751329,0.9811584197003933,1.0,0.9710139173937811,0.0,0.5625417278775294,0.5970668144347527,0.034525086557223306,0.9230769230769231,1.2253445962172078,11.25252240623628,-2.35336446402575,0.13686559775652762,12.0,0.48626921987340804,0.08333333333333333,-2.8330970574560608,0.13036667339736563,13.0,0.7625033572703634,0.07692307692307693,0.5012087455371446,0.19993127708262226,-0.3942858361913596,unsealed.zip,密封状态数据/没拧螺丝和黄油但没打孔/2025-10-17 124329.xlsx,密封状态数据/没拧螺丝和黄油但没打孔,sealed_no_screw_grease,2025-10-17 124329,Serial Data Log
6.984444444444445,-1.8569833729216154,14.688396352015612,-5.4608758745204256,15.121120789277416,-1.777427530533383,4.67267843770142,25.418198531898035,4.762386061261063,10.799669434669797,12.340000000000003,25.24555689294037,29.555413199111268,0.8789017842839666,0.10000749015397224,0.9867793001088873,-0.9486284180399851,,,,,,0.9853880086407142,1.0,0.8661457317654291,2.0,0.25,0.0,,,10.39838216555758,3.930940523914996,,,0.23034775765013488,,,0.41547137886196783,8451299.369600285,0.18512362121183296,,-4.4989030527291245,4.610353771908885,6.921028029428033,0.25,15.050788020159604,8.042866587753416,0.7639276648819016,-0.9320644357322141,0.9913235758186807,1.0,0.917388075202165,1.0,2.552598315422022,-1.2789610874515829,-3.831559402873605,,6.5198023990717955,10.39838216555758,,,2.0,,,,,2.0,,,3.0984022116369023,2.940364540515639,0.8451187485941798,unsealed.zip,密封状态数据/没拧螺丝和黄油但没打孔/2025-10-18 095006.xlsx,密封状态数据/没拧螺丝和黄油但没打孔,sealed_no_screw_grease,2025-10-18 095006,Serial Data Log
16.390555555555554,1.1554166666666668,5.218743956330982,4.711707317073191,-9.541256657671955,0.5939189965234666,-1.2962281665003703,-23.768604792332827,2.9896127773043606,11.401658078348332,8.459999999999994,31.473520591513932,20.278973861984912,0.9811893516903021,0.8923536922896479,0.9699636620577566,-0.974369402057975,0.4379731889991229,2.0,1.8176213247468764,0.9329851043336245,0.0,0.9891573192036778,1.0,0.9362010592208857,0.0,0.16666666666666666,0.8888888888888888,1.0,0.0,0.7925785135477827,-49.68822775025416,1.0,0.0,0.17734997044062326,1.0,0.0,0.3006439742410253,-4.5830408830891685,0.12329400380040204,0.0,-2.6770152599320065,0.16107201081786338,0.5471390341879694,0.16666666666666666,17.823317243084666,6.863549143034296,0.9698827621794401,-0.963976044962079,0.365017244511621,2.0,0.9698827621794401,0.0,2.8840965195023274,1.3484641378580784,-1.535632381644249,,0.248848438472679,0.7925785135477827,,,2.0,,,,,2.0,,,1.557737764900049,0.3962761070038231,-1.9345826447235266,unsealed.zip,密封状态数据/没拧螺丝和黄油但没打孔/2025-10-18 165216.xlsx,密封状态数据/没拧螺丝和黄油但没打孔,sealed_no_screw_grease,2025-10-18 165216,Serial Data Log
0.050277777777777775,0.22000000000000064,-1.1112815743948303,0.01999999999999602,0.001257915803225984,0.8403509740070426,0.32070659415786373,0.025247463006053295,0.02160246899469076,0.0068011705843956174,0.0379999999999967,0.012541006220420314,0.0,0.7426749497445162,-0.5126522849294732,,,,,,,,,,,,1.0,0.0,,,0.0,0.0,,,,,,,0.0,,,0.9967943280092832,0.9967943280092832,0.0,1.0,0.0,,,,,,,,,,,,1.1112815743948303,0.0,,,0.0,,,,,0.0,,,0.591872942716415,-0.18958939704132827,,unsealed.zip,密封状态数据/没拧螺丝和黄油但没打孔/2025-10-19 172427.xlsx,密封状态数据/没拧螺丝和黄油但没打孔,sealed_no_screw_grease,2025-10-19 172427,Serial Data Log
16.371111111111112,-0.16967446592065105,5.373495914350228,-0.6676545708939727,-5.640947692236384,-0.06883575742665447,-0.6223455693156215,-0.593020821646256,0.4186867480408507,1.3954806792791281,0.9680000000000035,3.4687567558526595,8.805544003574974,-0.7181320527744537,0.7774544639083714,-0.6877546440681189,0.47852390696960156,0.3604545681815995,1.0,0.3520438780466131,0.3554393126608457,6.0,0.06266979787255716,6.0,0.7228362632921251,0.0,0.0,0.7222222222222222,0.5384615384615384,0.38461538461538464,0.0,2506185.8612784855,0.0,1.0,-0.00938462348273527,0.8333333333333334,0.0,0.05864281813216803,-1855166.301478608,0.0680274416149033,0.8333333333333334,-4.793402715615634,-1.238324730612736,0.0,0.0,2.8703039374503447,1.2217651106172434,0.7124647551421335,0.5379190949587118,0.3462809819252661,1.0,0.7124647551421335,0.0,-0.4584785832842046,3.0005105853013982,3.4589891685856027,,-1.558427218285774,0.0,,,0.0,,,,,0.0,,,0.5237909338082134,0.7816948422162882,-1.1150049661407715,unsealed.zip,密封状态数据/没拧螺丝和黄油但没打孔/B1_2025-10-15 174258.xlsx,密封状态数据/没拧螺丝和黄油但没打孔,sealed_no_screw_grease,B1_2025-10-15 174258,Serial Data Log
7.018888888888889,-0.031824644549763116,2.8733029226024773,4.177393364928918,6.3241253013508585,1.246807706819231,2.0109190218856474,12.059537508921458,3.05424670483546,3.747480528211978,6.030999999999992,8.432671779154507,11.88988546606052,-0.814273640160245,0.167964633708933,-0.8051695181785428,-0.5598626161578675,,,,,,-0.7908024769421765,1.0,0.7289068094590354,1.0,0.25,0.0,,,3.457863343647496,2.0066977711105505,,,-0.7920518210920897,,,-0.1736981677917072,-2421805.3044874067,0.6183536533003825,,-2.340633379012283,1.3920203531332191,2.2280502625808936,0.25,3.7101649291493217,2.3370285826863295,0.1512163690676965,-0.4759676532299113,0.9571563345716851,1.0,0.7900221436330764,1.0,7.3118209185762915,0.14289272370533848,-7.168928194870953,,2.160828193204803,3.457863343647496,,,2.0,,,,,2.0,,,2.1727750445328686,0.4394190520969014,0.22929739124180804,unsealed.zip,密封状态数据/没拧螺丝和黄油但没打孔/B2_2025-10-16 110757.xlsx,密封状态数据/没拧螺丝和黄油但没打孔,sealed_no_screw_grease,B2_2025-10-16 110757,Serial Data Log
13.371944444444445,-0.028667496886675373,10.32046955072555,0.29401155072515905,-10.871576441518052,-0.04599170020406954,-1.1928986124786098,0.8230464205122878,1.935304402036611,6.0097022327665455,3.578000000000003,14.81248222204098,18.23517245407845,0.23835165979165296,-0.15871692836351264,0.5945750419736276,-0.8883418405846347,0.6333624092400745,6.0,0.13657983763986767,0.8902883580629801,1.0,0.9716797763524748,2.0,-0.05206252478967694,0.0,0.0,0.6428571428571429,0.8888888888888888,0.0,0.0,6550153.807513202,0.0,0.0,0.30915702241757526,1.0,0.0,0.21490351141741304,-8927307.423458992,-0.09425351100016222,1.0,-5.6189593469322,-1.8139737033316352,0.16426317618164177,0.07142857142857142,7.882806166498664,3.8708066004365183,0.07854381036391812,-0.8436143417797465,0.4219733710918703,6.0,0.07854381036391812,0.0,4.531820170564778,1.5808816974100284,-2.95093847315475,,-2.710228597934103,0.0,,,0.0,,,,,1.0,,,1.0943690383588143,1.4968624318546422,-2.4994122309856928,unsealed.zip,密封状态数据/没拧螺丝和黄油但没打孔/温度40、湿度40 2025-10-14 18-26-54.xlsx,密封状态数据/没拧螺丝和黄油但没打孔,sealed_no_screw_grease,温度40、湿度40 2025-10-14 18-26-54,Serial Data Log
9.625555555555556,-0.8323143350604492,9.077695435061806,5.16227705524399,4.33279947799427,0.9640407253792475,1.2268921401778963,6.419172133279675,3.419516861877317,10.729669722580546,9.316000000000003,24.671990361211314,26.060032548796293,0.6952390881671231,0.2757428966454326,0.19329242938817295,-0.9668788902504319,,,,,,0.7360142454006069,0.0,0.4162028600225033,1.0,0.2,0.4,1.0,0.0,11.994174086473224,1.8353532783031026,,,0.015451092810339984,1.0,0.0,0.2757524190082356,-17298693.113566842,0.26030132619789564,,-2.9233092738065602,3.5415789421381256,7.765756454889596,0.2,9.63016208084236,6.494519622992212,0.6274581370529863,-0.9682752275797086,0.7534365159339774,0.0,0.6274581370529863,0.0,7.781089285220908,3.767318146603815,-4.013771138617093,,5.946707205916558,11.994174086473224,,,2.0,,,,,2.0,,,2.848780568669677,1.656646895231422,-0.9043534143184098,unsealed.zip,密封状态数据/严格密封/2025-10-20 111704.xlsx,密封状态数据/严格密封,sealed_strict,2025-10-20 111704,Serial Data Log
8.967777777777778,-0.02332096474953648,0.7618275556204986,10.169728762219478,-2.486814905381477,2.4030498665253455,-0.6772452811018251,-4.437420854472534,6.9127282013841365,2.812514863851087,19.477999999999994,2.823791896699847,3.5514294235195996,0.6170731618190326,0.5808927106662641,0.8569809047690378,-0.5954694384645186,,,,,,0.775175444117561,1.0,0.9594290661790562,1.0,0.4,0.5,1.0,0.8,4.396945826660998,-1.2950797183924927,1.0,0.0,3.8033564222955816,1.0,1.0,0.2786666076942868,0.6590286296642293,-3.524689814601295,0.0,-2.7552556028411708,4.601931965750494,13.402166060382186,0.4,12.748787197340615,7.14814179425868,0.6298229736417591,-0.21754623048072935,0.9853288762559377,1.0,0.9811152716055355,1.0,1.907075938347217,0.47352308964367806,-1.4335528487035387,,1.5182519255880431,4.396945826660998,,,3.0,,,,,3.0,,,0.12534335938864868,0.07215920787805559,0.11708087082961961,unsealed.zip,密封状态数据/严格密封/2025-10-21 101019.xlsx,密封状态数据/严格密封,sealed_strict,2025-10-21 101019,Serial Data Log
9.735,-0.4057777777777774,3.419765908450306,-1.3241288746552158,2.0180470659036924,-0.3011329676890991,0.47077039252570896,5.603337804636004,1.1045306709916323,1.2259692655043708,2.804000000000002,1.9201740692702103,2.8846457992047485,0.806030358923206,-0.4439726355197834,0.9635604417521876,-0.9501844296960835,,,,,,0.9962386343158912,3.0,0.9841719779066116,3.0,0.1,0.0,,,0.4196705882198417,9.128929293325895,,,0.21910055280356436,,,0.055354716758227715,-80892.50419311256,-0.16374583604533666,,-3.1996099895506704,-1.4955697606463434,0.5155690221417935,0.1,1.1870716386557412,1.2274507015281673,-0.55471049080703,-0.9448075385412841,0.8889023292764243,2.0,0.9771672961063299,3.0,-3.692816312584848,0.08843073173397807,3.781247044318826,,-1.7035399344957687,0.4196705882198417,,,1.0,,,,,1.0,,,0.4905149177411019,0.5366921392742099,0.11739212463008047,unsealed.zip,密封状态数据/严格密封/2025-10-23 100214.xlsx,密封状态数据/严格密封,sealed_strict,2025-10-23 100214,Serial Data Log
