time,in_temp,in_hum,out_temp,out_hum,AH_in,AH_out,dT,dRH,dAH
2026-03-10 02:50:14,13.04,53.85,13.5,53.84,6.119619170303395,6.294824147447299,-0.46000000000000085,0.00999999999999801,-0.17520497714390437
2026-03-10 02:51:22,13.01,53.85,13.5,53.87,6.1082673540431225,6.298331664617124,-0.4900000000000002,-0.01999999999999602,-0.19006431057400164
2026-03-10 02:52:22,13.01,53.87,13.55,53.77,6.11053597701584,6.306045973702153,-0.5400000000000009,0.09999999999999432,-0.19550999668631253
2026-03-10 02:53:29,13.04,53.84,13.51,53.82,6.118482750773163,6.296366453362206,-0.47000000000000064,0.020000000000003126,-0.1778837025890434
2026-03-10 02:54:30,13.02,53.86,13.54,53.78,6.113184269053535,6.30333266300079,-0.5199999999999996,0.0799999999999983,-0.19014839394725502
2026-03-10 02:55:34,13.01,53.87,13.54,53.73,6.11053597701584,6.2974723685948755,-0.5299999999999994,0.14000000000000057,-0.1869363915790352
2026-03-10 02:56:38,13.02,53.85,13.54,53.79,6.112049255264256,6.304504721881972,-0.5199999999999996,0.060000000000002274,-0.19245546661771584
2026-03-10 02:57:42,13.02,53.84,13.5,53.78,6.110914241474978,6.287809113107647,-0.4800000000000004,0.060000000000002274,-0.17689487163266904
2026-03-10 02:58:47,13.04,53.88,13.5,53.78,6.123028428894093,6.287809113107647,-0.46000000000000085,0.10000000000000142,-0.16478068421355374
2026-03-10 02:59:50,13.02,53.9,13.52,53.79,6.117724324210648,6.296737341027639,-0.5,0.10999999999999943,-0.17901301681699167
2026-03-10 03:00:54,12.99,53.86,13.54,53.72,6.101842567611603,6.296300309713694,-0.5499999999999989,0.14000000000000057,-0.19445774210209166
2026-03-10 03:01:58,13.02,53.88,13.51,53.74,6.115454296632091,6.2870073059027325,-0.4900000000000002,0.14000000000000057,-0.17155300927064143
2026-03-10 03:03:02,12.99,53.85,13.51,53.75,6.100709659596821,6.288177199335165,-0.5199999999999996,0.10000000000000142,-0.1874675397383445
2026-03-10 03:04:06,12.99,53.86,13.5,53.76,6.101842567611603,6.285470768327761,-0.5099999999999998,0.10000000000000142,-0.18362820071615804
2026-03-10 03:05:10,12.99,53.85,13.5,53.76,6.100709659596821,6.285470768327761,-0.5099999999999998,0.09000000000000341,-0.18476110873093976
2026-03-10 03:06:14,13.02,53.88,13.47,53.8,6.115454296632091,6.278522307398812,-0.45000000000000107,0.0800000000000054,-0.16306801076672084
2026-03-10 03:07:18,13.01,53.87,13.47,53.82,6.11053597701584,6.280856330561413,-0.46000000000000085,0.04999999999999716,-0.17032035354557262
2026-03-10 03:08:22,12.99,53.84,13.45,53.79,6.099576751582039,6.2696170208707604,-0.4599999999999991,0.05000000000000426,-0.1700402692887213
2026-03-10 03:09:26,13.01,53.91,13.47,53.79,6.115073222961276,6.277355295817509,-0.46000000000000085,0.11999999999999744,-0.1622820728562333
2026-03-10 03:10:34,12.99,53.91,13.47,53.73,6.107507107685508,6.270353226329704,-0.4800000000000004,0.17999999999999972,-0.16284611864419674
2026-03-10 03:11:34,13.01,53.91,13.51,53.69,6.115073222961276,6.281157838740558,-0.5,0.21999999999999886,-0.16608461577928235
2026-03-10 03:12:42,13.01,53.87,13.51,53.67,6.11053597701584,6.27881805187569,-0.5,0.19999999999999574,-0.16828207485984947
2026-03-10 03:13:42,12.99,53.89,13.54,53.64,6.105241291655947,6.286923838664231,-0.5499999999999989,0.25,-0.18168254700828435
2026-03-10 03:14:46,12.98,53.86,13.51,53.67,6.098066071378048,6.27881805187569,-0.5299999999999994,0.18999999999999773,-0.18075198049764207
2026-03-10 03:15:50,12.99,53.88,13.5,53.68,6.104108383641165,6.276117389208228,-0.5099999999999998,0.20000000000000284,-0.17200900556706245
