file,seal_label,block_id,block_start,block_end,window_count,q75_delta_half_dAH,median_delta_half_dAH,median_delta_in_temp,mean_dT,segment_start,segment_end,segment_duration_h,base_ah_in,base_dah,temp_drop_total,end_excess_ah_1h,pos_area_excess_ah_1h,max_excess_rh_1h,pos_area_excess_rh_1h,mean_out_headroom_ah_1h,mean_out_headroom_ah_raw_1h,end_gain_ratio_ah_1h,positive_excess_ah_ratio_1h,end_excess_dah_1h,end_excess_ah_2h,pos_area_excess_ah_2h,max_excess_rh_2h,pos_area_excess_rh_2h,mean_out_headroom_ah_2h,mean_out_headroom_ah_raw_2h,end_gain_ratio_ah_2h,positive_excess_ah_ratio_2h,end_excess_dah_2h,end_excess_ah_4h,pos_area_excess_ah_4h,max_excess_rh_4h,pos_area_excess_rh_4h,mean_out_headroom_ah_4h,mean_out_headroom_ah_raw_4h,end_gain_ratio_ah_4h,positive_excess_ah_ratio_4h,end_excess_dah_4h,positive_headroom_ratio_4h,max_out_headroom_ah_raw_4h,start_out_headroom_ah,end_out_headroom_ah,headroom_gate_pass
2026-03-14 174006_unseal_heated,unseal,1,2026-03-14 17:00:00,2026-03-15 00:00:00,2,-0.7422322287008392,-0.8086781710780555,-0.48499999999999766,6.922361764193661,2026-03-14 17:00:00,2026-03-14 21:00:00,4.0,19.45479536574149,0.8154869147944236,-0.5883333333333312,-0.16651901552873127,0.0,-8.008926705116437e-05,0.0,0.0,-0.7699915868997493,,0.0,-0.2575096713180802,-0.2937636592566726,0.0,-8.008926705116437e-05,0.0,0.0,-0.6595932764767317,,0.0,-0.6704539184203974,-0.43501683945794767,0.0,-8.008926705116437e-05,0.0,0.03072674678488809,-0.38089623042336174,-14.157595091449641,0.0,-1.4041374881768076,0.2,0.15363373392444046,-0.8154869147944233,0.15363373392444046,False
2026-03-14 174006_unseal_heated,unseal,2,2026-03-15 06:00:00,2026-03-15 17:00:00,6,-0.35898964631254393,-0.6527016027723518,-0.6750000000000007,6.851624534450651,2026-03-15 06:00:00,2026-03-15 10:00:00,4.0,20.29826228452481,0.6932673547629464,-0.20000000000000284,0.049207166148917736,0.024603583074458868,0.14478357183244128,0.07239178591622064,0.0,-0.696082350551384,,0.5,0.054837157725791896,0.07264975734342372,0.0855320448206296,0.21346506044346114,0.25151610205417185,0.0,-0.6967501232804357,,0.6666666666666666,0.07746807131901845,-0.22387362800407473,0.18896735342799786,0.21346506044346114,0.555386122332628,0.0,-0.7138569640173593,,0.6,-0.19218421071036595,0.0,-0.6932673547629449,-0.6932673547629449,-0.7249567720566539,False
2026-03-14 174006_unseal_heated,unseal,3,2026-03-16 20:00:00,2026-03-17 16:00:00,15,0.12703555778361658,0.07425246998465518,-0.509999999999998,6.581871351483935,2026-03-16 20:00:00,2026-03-17 00:00:00,4.0,22.827778592181513,0.5962434077882333,-0.21000000000000085,0.024338944039232757,0.012169472019616379,0.06428388098034787,0.03214194049017394,0.0,-0.6526631603833657,,0.5,0.1371784492294953,-0.03255056115110477,0.024338944039232757,0.06428388098034787,0.06428388098034787,0.0,-0.7286893384675999,,0.3333333333333333,0.2519477256967283,-0.23980126519848355,0.024338944039232757,0.06428388098034787,0.06428388098034787,0.0,-0.8946899707250922,,0.2,0.39631177392205263,0.0,-0.5962434077882328,-0.5962434077882328,-1.2323564469087742,False
