file,seal_label,has_any_cooling_block,cooling_block_count,selected_block_exists,selected_block_reason_v2,fused_cooling_status_v2,fused_cooling_rationale_v2,residual_status_v2,block_id,block_start,block_end,window_count,q75_delta_half_dAH,median_delta_half_dAH,median_delta_in_temp,mean_dT,segment_start,segment_end,segment_duration_h,base_ah_in,base_dah,temp_drop_total,end_excess_ah_1h,pos_area_excess_ah_1h,max_excess_rh_1h,pos_area_excess_rh_1h,mean_out_headroom_ah_1h,mean_out_headroom_ah_raw_1h,end_gain_ratio_ah_1h,positive_excess_ah_ratio_1h,end_excess_dah_1h,end_excess_ah_2h,pos_area_excess_ah_2h,max_excess_rh_2h,pos_area_excess_rh_2h,mean_out_headroom_ah_2h,mean_out_headroom_ah_raw_2h,end_gain_ratio_ah_2h,positive_excess_ah_ratio_2h,end_excess_dah_2h,end_excess_ah_4h,pos_area_excess_ah_4h,max_excess_rh_4h,pos_area_excess_rh_4h,mean_out_headroom_ah_4h,mean_out_headroom_ah_raw_4h,end_gain_ratio_ah_4h,positive_excess_ah_ratio_4h,end_excess_dah_4h,positive_headroom_ratio_4h,max_out_headroom_ah_raw_4h,start_out_headroom_ah,end_out_headroom_ah,headroom_gate_pass
2026-03-14 174006_unseal_heated,unseal,True,3,False,no_block_passes_external_headroom_gate,ext_high_hum_cooling_multiscale_long_confirmed_candidate,main_segment_exists | long_window_confirms_cumulative_dAH | short_window_has_local_positive_dAH,cooling_residual_v2_no_external_headroom,1.0,2026-03-14 17:00:00,2026-03-15,2.0,-0.7422322287008392,-0.8086781710780555,-0.48499999999999766,6.922361764193661,2026-03-14 17:00:00,2026-03-14 21:00:00,4.0,19.45479536574149,0.8154869147944236,-0.5883333333333312,-0.16651901552873127,0.0,-8.008926705116437e-05,0.0,0.0,-0.7699915868997493,,0.0,-0.2575096713180802,-0.2937636592566726,0.0,-8.008926705116437e-05,0.0,0.0,-0.6595932764767317,,0.0,-0.6704539184203974,-0.43501683945794767,0.0,-8.008926705116437e-05,0.0,0.03072674678488809,-0.38089623042336174,-14.157595091449641,0.0,-1.4041374881768076,0.2,0.15363373392444046,-0.8154869147944233,0.15363373392444046,False
2026-03-03 101220_seal_heated,seal,False,0,False,no_cooling_block,ext_high_hum_cooling_multiscale_no_segment,main_and_long_no_cooling_segment,cooling_residual_v2_no_segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-13 080032_unseal_heated,unseal,False,0,False,no_cooling_block,ext_high_hum_cooling_multiscale_no_segment,main_and_long_no_cooling_segment,cooling_residual_v2_no_segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
