segment_id,challenge_role,feature,value,direction,sealed_median,unsealed_median,tends_to_positive_side
120165524_20260306-160246_sealed_extHigh_intLow_noHeat_noChange_na::full,breathing_watch,amp_in_hum_p90_p10,3.881999999999998,pos,1.4619999999999997,5.072000000000003,False
120165524_20260306-160246_sealed_extHigh_intLow_noHeat_noChange_na::full,breathing_watch,corr_headroom_in_hum,-0.6955151089100583,neg,-0.19116426564428654,-0.916020728825381,False
120165524_20260306-160246_sealed_extHigh_intLow_noHeat_noChange_na::full,breathing_watch,delta_half_dAH,0.32888419194442076,pos,-0.19041303141506916,0.2215958694453386,True
120165524_20260306-160246_sealed_extHigh_intLow_noHeat_noChange_na::full,breathing_watch,delta_half_in_h,2.2647777591630813,pos,-0.31504542982154504,3.1603951718045096,False
120165524_20260306-160246_sealed_extHigh_intLow_noHeat_noChange_na::full,breathing_watch,duration_h,42.303333333333335,pos,29.05027777777778,53.38583333333333,False
120165524_20260306-160246_sealed_extHigh_intLow_noHeat_noChange_na::full,breathing_watch,end_start_dAH,-2.473507676087391,pos,-2.231978644859113,0.44844350648961573,False
120165524_20260306-160246_sealed_extHigh_intLow_noHeat_noChange_na::full,breathing_watch,late_minus_early_rh_gain,0.36148052538227926,pos,-0.105318731794598,2.916660784295348,False
120165524_20260306-160246_sealed_extHigh_intLow_noHeat_noChange_na::full,breathing_watch,late_rh_gain_per_out,0.4994989287441959,pos,0.20859977800652962,4.555696202531986,False
120165524_20260306-160246_sealed_extHigh_intLow_noHeat_noChange_na::full,breathing_watch,max_corr_outRH_inRH_change,0.8645664110150036,pos,-0.0516166976558608,0.7561789094099997,True
120165524_20260306-160246_sealed_extHigh_intLow_noHeat_noChange_na::full,breathing_watch,slope_dAH_per_h,0.016538736586311525,pos,-0.023703469072557843,0.009061957242461898,True
120165524_20260306-160246_sealed_extHigh_intLow_noHeat_noChange_na::full,breathing_watch,slope_in_h_per_h,0.11234316999522011,pos,-0.05863015516322716,0.0885856793772571,True
120165524_20260306-160246_sealed_extHigh_intLow_noHeat_noChange_na::full,breathing_watch,std_in_hum_run,1.4699285212365238,pos,0.5548232121270599,1.859859648887262,False
120165524_20260321-170450_unseal_extHigh_intLow_Heat_Change_20260321-1800_noHeat::post_change,heatoff_confound,amp_in_hum_p90_p10,2.1400000000000006,pos,1.4619999999999997,5.072000000000003,False
120165524_20260321-170450_unseal_extHigh_intLow_Heat_Change_20260321-1800_noHeat::post_change,heatoff_confound,corr_headroom_in_hum,0.8276132260711092,neg,-0.19116426564428654,-0.916020728825381,False
120165524_20260321-170450_unseal_extHigh_intLow_Heat_Change_20260321-1800_noHeat::post_change,heatoff_confound,delta_half_dAH,-0.6377975429076912,pos,-0.19041303141506916,0.2215958694453386,False
120165524_20260321-170450_unseal_extHigh_intLow_Heat_Change_20260321-1800_noHeat::post_change,heatoff_confound,delta_half_in_h,1.4223756131744878,pos,-0.31504542982154504,3.1603951718045096,False
120165524_20260321-170450_unseal_extHigh_intLow_Heat_Change_20260321-1800_noHeat::post_change,heatoff_confound,duration_h,47.59916666666667,pos,29.05027777777778,53.38583333333333,False
120165524_20260321-170450_unseal_extHigh_intLow_Heat_Change_20260321-1800_noHeat::post_change,heatoff_confound,end_start_dAH,-8.3207670876946,pos,-2.231978644859113,0.44844350648961573,False
120165524_20260321-170450_unseal_extHigh_intLow_Heat_Change_20260321-1800_noHeat::post_change,heatoff_confound,late_minus_early_rh_gain,0.0001407893618323719,pos,-0.105318731794598,2.916660784295348,False
120165524_20260321-170450_unseal_extHigh_intLow_Heat_Change_20260321-1800_noHeat::post_change,heatoff_confound,late_rh_gain_per_out,1.3038041483113099,pos,0.20859977800652962,4.555696202531986,False
120165524_20260321-170450_unseal_extHigh_intLow_Heat_Change_20260321-1800_noHeat::post_change,heatoff_confound,max_corr_outRH_inRH_change,0.731701047722037,pos,-0.0516166976558608,0.7561789094099997,False
120165524_20260321-170450_unseal_extHigh_intLow_Heat_Change_20260321-1800_noHeat::post_change,heatoff_confound,slope_dAH_per_h,-0.031667175376392895,pos,-0.023703469072557843,0.009061957242461898,False
120165524_20260321-170450_unseal_extHigh_intLow_Heat_Change_20260321-1800_noHeat::post_change,heatoff_confound,slope_in_h_per_h,0.06465890056999425,pos,-0.05863015516322716,0.0885856793772571,False
120165524_20260321-170450_unseal_extHigh_intLow_Heat_Change_20260321-1800_noHeat::post_change,heatoff_confound,std_in_hum_run,0.9890629335635824,pos,0.5548232121270599,1.859859648887262,False
