run_id,file,file_path,condition_family_manual,heat_state_manual,ext_humidity_regime_manual,final_status,risk_level,primary_evidence,primary_segment_id,needs_review,review_status,review_priority,event_start,event_end,peak_time,event_duration_h,peak_transition_phase,peak_smooth_score_v3,peak_rank_pct_v3,event_window_count,notes,reviewer,review_label,review_note,feedback_action,reference_type
2026-03-04 120007_seal_unheated-2026-03-04 163909_unseal_unheated,2026-03-04 120007_seal_unheated-2026-03-04 163909_unseal_unheated,zip:///Users/xpker/seal_detection_project/data/data_2026-03-24.zip#2026-03-04 120007_seal_unheated-2026-03-04 163909_unseal_unheated.xlsx,transition_run,off,high,transition_boost_alert,high,transition_branch+multiview,S001,True,reviewed,P0_transition,2026-03-04 12:00:00,2026-03-05 08:00:00,2026-03-04 12:00:00,20.0,near_transition,4.61198887188403,1.0,9.0,"transition boost features=delta_in_hum,delta_half_in_hum,max_hourly_hum_rise,std_out_hum,corr_AH | transition evidence passed | transition_boost_count=5",demo,anomaly,reviewed as confirmed transition anomaly,mark_as_anomaly_reference,review_confirmed_anomaly
2026-03-08 172014_seal_unheated,2026-03-08 172014_seal_unheated,zip:///Users/xpker/seal_detection_project/data/data_2026-03-24.zip#2026-03-08 172014_seal_unheated.xlsx,transition_run,off,high,transition_boost_alert,high,transition_branch+multiview,S002,True,reviewed,P0_transition,2026-03-09 23:00:00,2026-03-11 19:00:00,2026-03-10 08:00:00,44.0,near_transition,2.686615271889215,1.0,33.0,"transition boost features=delta_in_hum,delta_half_in_hum,max_hourly_hum_rise,corr_AH | transition evidence passed | transition_boost_count=4",demo,anomaly,reviewed as confirmed transition anomaly,mark_as_anomaly_reference,review_confirmed_anomaly
