file,segment_name,segment_source,segment_start,segment_end,segment_hours,segment_analyzable,segment_role,segment_seal_state,segment_heat_state,segment_ext_level,duration_h,mean_out_h,mean_dT,mean_dAH,mean_dH,delta_end_in_h,delta_half_in_h,delta_half_dAH,slope_in_h_per_h,slope_dAH_per_h,end_start_dAH,segment_id,device_id,change_type,initial_role,post_role,change_ts,candidate_high_info_ratio,dominant_label,static_bucket,static_vote_count,static_vote_hits,static_recommended_use,static_rationale,transition_bucket,use_for_static_primary,use_for_static_eval_only,use_for_transition_context,use_for_control_challenge,primary_task,secondary_tasks
120165520_20260318-000055_sealed_extEq_intEq_noHeat_Change_20260318-0903_Heat,pre_change,heat_on,2026-03-18 00:00:55,2026-03-18 09:02:46,9.030833333333334,False,balanced_control,sealed,heat_off,eq,9.030833333333334,60.78974459724951,-0.32709233791748527,0.013289918634712648,1.3342239685658086,0.8000000000000043,0.37774617878647376,-0.03251800462841438,0.0847253484967982,-0.007328168856674576,-0.10891093921197736,120165520_20260318-000055_sealed_extEq_intEq_noHeat_Change_20260318-0903_Heat::pre_change,120165520,heat_on,balanced_control,balanced_control,2026-03-18 09:03:00,0.0,热源稳定工况,,,,,,,False,False,False,False,short_context_only,
120165520_20260323-120048_unseal_extEq_intLow_Heat_Change_20260323-1545_extHigh,post_change,ext_humidity_up,2026-03-23 15:45:50,2026-03-23 20:06:04,4.3372222222222225,False,highhum_heated,unsealed,heat_on,high,4.3372222222222225,55.748489795918374,22.06326530612245,3.0449251864702354,-33.777714285714296,4.960000000000001,2.7202838864454186,1.4665640856705937,1.2497273823987682,0.6827139509541527,1.8412814053085818,120165520_20260323-120048_unseal_extEq_intLow_Heat_Change_20260323-1545_extHigh::post_change,120165520,ext_humidity_up,other,highhum_heated,2026-03-23 15:45:00,,,,,,,,,False,False,False,False,short_context_only,
120165524_20260303-101220_sealed_extHigh_intLow_Heat_noChange_na,full,full_run,2026-03-03 10:13:15,2026-03-03 16:50:40,6.623611111111111,False,highhum_heated,sealed,heat_on,high,6.623611111111111,83.85821608040199,5.712236180904523,-1.2901097141850908,-28.653894472361785,-2.030000000000001,-1.4775879396985019,1.4338823010216555,-0.4825412098784019,0.43006639425080156,4.376416030784091,120165524_20260303-101220_sealed_extHigh_intLow_Heat_noChange_na::full,120165524,no_change,highhum_heated,highhum_heated,,,,,,,,,,False,False,False,False,short_context_only,
120165524_20260321-170450_unseal_extHigh_intLow_Heat_Change_20260321-1800_noHeat,pre_change,heat_off,2026-03-21 17:05:29,2026-03-21 17:59:33,0.9011111111111111,False,highhum_heated,unsealed,heat_on,high,0.9011111111111111,87.85472727272726,10.65363636363636,3.9515097812549578,-28.84690909090908,0.0,-0.014470899470893528,-0.008128634766467524,-0.02025136965341563,0.0008583235845447311,0.015211588152478583,120165524_20260321-170450_unseal_extHigh_intLow_Heat_Change_20260321-1800_noHeat::pre_change,120165524,heat_off,highhum_heated,mainfield_extHigh_intLow_noHeat,2026-03-21 18:00:00,0.8157894736842105,外部高湿驱动工况,,,,,,,False,False,False,False,short_context_only,
120165524_20260313-080032_unsealed_extHigh_intLow_noHeat_Change_20260313-1001_Heat,pre_change,heat_on,2026-03-13 08:00:32,2026-03-13 10:00:33,2.000277777777778,False,mainfield_extHigh_intLow_noHeat,unsealed,heat_off,high,2.000277777777778,96.630826446281,0.30545454545454553,-4.144027574155361,-36.766859504132256,0.13999999999999346,0.06175683060107673,-0.0006830603290755022,0.060046836387333456,0.0002741765446748755,0.03080769444016429,120165524_20260313-080032_unsealed_extHigh_intLow_noHeat_Change_20260313-1001_Heat::pre_change,120165524,heat_on,mainfield_extHigh_intLow_noHeat,highhum_heated,2026-03-13 10:01:00,0.0,热源稳定工况,,,,,,,False,False,False,False,short_context_only,
120165524_20260317-180258_seal_heated_extHigh_intLow_noHeat_Change_20260317-1830_Heat,pre_change,heat_on,2026-03-17 18:06:00,2026-03-17 18:29:39,0.39416666666666667,False,mainfield_extHigh_intLow_noHeat,sealed,heat_off,high,0.39416666666666667,81.58730769230769,0.09576923076923002,-3.5066192179528817,-21.69538461538461,0.269999999999996,0.1284615384615293,-0.17787974460571476,0.6306145347343439,-0.8210608479711303,-0.36861990901415886,120165524_20260317-180258_seal_heated_extHigh_intLow_noHeat_Change_20260317-1830_Heat::pre_change,120165524,heat_on,mainfield_extHigh_intLow_noHeat,highhum_heated,2026-03-17 18:30:00,0.0,热源启动窗口,,,,,,,False,False,False,False,short_context_only,
120165520_20260323-120048_unseal_extEq_intLow_Heat_Change_20260323-1545_extHigh,pre_change,ext_humidity_up,2026-03-23 12:00:48,2026-03-23 15:44:42,3.7316666666666665,False,other,unsealed,heat_on,eq,3.7316666666666665,44.58857819905213,23.494928909952602,3.6594284118226446,-26.267535545023694,-0.48999999999999844,-0.163046720575025,-0.043710142156272,-0.0931966017019139,-0.02210483495609698,-0.14069093868050508,120165520_20260323-120048_unseal_extEq_intLow_Heat_Change_20260323-1545_extHigh::pre_change,120165520,ext_humidity_up,other,highhum_heated,2026-03-23 15:45:00,,,,,,,,,False,False,False,False,short_context_only,
120165524_20260303-181049_unsealed_extHigh_intLow_noHeat_noChange_na,full,full_run,2026-03-03 18:12:41,2026-03-04 09:25:06,15.206944444444444,True,mainfield_extHigh_intLow_noHeat,unsealed,heat_off,high,15.206944444444444,88.56181818181818,0.4385432639649507,-3.9811571374704875,-31.052935377875137,2.3400000000000034,0.6159506123075715,-0.33986932930831726,0.09079355079913945,-0.0626501669609944,-3.8953505362475385,120165524_20260303-181049_unsealed_extHigh_intLow_noHeat_noChange_na::full,120165524,no_change,mainfield_extHigh_intLow_noHeat,mainfield_extHigh_intLow_noHeat,,0.8,外部高湿驱动工况,static_positive_eval_only,1.0,slope_in_h_per_h,eval_only_review,unsealed mainfield segment has weak static evidence and should be kept for review rather than primary training,,False,True,False,False,static_eval_only,
120165524_20260302 161335_sealed_extHigh_intLow_noHeat_noChange_na,full,full_run,2026-03-02 16:13:51,2026-03-03 09:42:15,17.473333333333333,True,mainfield_extHigh_intLow_noHeat,sealed,heat_off,high,17.473333333333333,80.90816015252622,-0.6948999046711154,-4.2121693117821835,-24.139933269780748,-2.8699999999999974,-1.1368899309341955,-0.30387473870645554,-0.14238556390906723,-0.04534849673080803,-4.453225531235083,120165524_20260302 161335_sealed_extHigh_intLow_noHeat_noChange_na::full,120165524,no_change,mainfield_extHigh_intLow_noHeat,mainfield_extHigh_intLow_noHeat,,1.0,外部高湿驱动工况,static_negative_reference,0.0,,train_eval_primary,sealed no-heat mainfield segment stays below segment-level response thresholds,,True,False,False,False,static_mainfield_primary,
120165524_20260304-120007_sealed_extHigh_intLow_noHeat_Change_20260304-1639_unsealed,post_change,seal_change_to_unsealed,2026-03-04 16:40:53,2026-03-06 09:19:30,40.64361111111111,True,mainfield_extHigh_intLow_noHeat,unsealed,heat_off,high,40.64361111111111,92.96667486674866,-0.011410414104141049,-4.1836086208536845,-34.455260352603524,3.6099999999999994,1.595874467112246,0.14787601558514574,0.07961726983865214,0.009061957242461898,0.27704298094846536,120165524_20260304-120007_sealed_extHigh_intLow_noHeat_Change_20260304-1639_unsealed::post_change,120165524,seal_change_to_unsealed,mainfield_extHigh_intLow_noHeat,mainfield_extHigh_intLow_noHeat,2026-03-04 16:39:00,1.0,外部高湿驱动工况,static_positive_reference,5.0,"delta_half_in_h,delta_half_dAH,slope_in_h_per_h,slope_dAH_per_h,end_start_dAH",train_eval_primary,post-change unsealed mainfield segment shows sustained positive response on segment features,transition_primary_mainfield,True,False,True,False,static_mainfield_primary,transition_context
120165524_20260308-172014_sealed_extHigh_intLow_noHeat_Change_20260310-1000_unsealed,post_change,seal_change_to_unsealed,2026-03-10 10:00:26,2026-03-13 09:59:33,71.98527777777778,True,mainfield_extHigh_intLow_noHeat,unsealed,heat_off,high,71.98527777777778,96.06368140773328,0.24858532067608244,-4.4183643107676005,-38.866689048390846,7.109999999999999,3.1603951718045096,0.2215958694453386,0.0885856793772571,0.006022683108307121,0.44844350648961573,120165524_20260308-172014_sealed_extHigh_intLow_noHeat_Change_20260310-1000_unsealed::post_change,120165524,seal_change_to_unsealed,mainfield_extHigh_intLow_noHeat,mainfield_extHigh_intLow_noHeat,2026-03-10 10:00:00,1.0,外部高湿驱动工况,static_positive_reference,5.0,"delta_half_in_h,delta_half_dAH,slope_in_h_per_h,slope_dAH_per_h,end_start_dAH",train_eval_primary,post-change unsealed mainfield segment shows sustained positive response on segment features,transition_primary_mainfield,True,False,True,False,static_mainfield_primary,transition_context
120165524_20260308-172014_sealed_extHigh_intLow_noHeat_Change_20260310-1000_unsealed,pre_change,seal_change_to_unsealed,2026-03-08 17:21:48,2026-03-10 09:59:26,40.62722222222222,True,mainfield_extHigh_intLow_noHeat,sealed,heat_off,high,40.62722222222222,93.95859909353112,0.26670374948496095,-4.61521897224729,-41.57916769674496,1.1899999999999977,0.5067990712911055,-0.07695132412368277,0.025125253582612923,-0.002058441414307656,-0.010731758483142784,120165524_20260308-172014_sealed_extHigh_intLow_noHeat_Change_20260310-1000_unsealed::pre_change,120165524,seal_change_to_unsealed,mainfield_extHigh_intLow_noHeat,mainfield_extHigh_intLow_noHeat,2026-03-10 10:00:00,1.0,外部高湿驱动工况,static_negative_reference,1.0,end_start_dAH,train_eval_primary,sealed no-heat mainfield segment stays below segment-level response thresholds,transition_primary_mainfield,True,False,True,False,static_mainfield_primary,transition_context
120165524_20260323-213435_seal_extHigh_intLow_noHeat_Change_20260324-9000_unseal,post_change,seal_change_to_unsealed,2026-03-24 09:00:34,2026-03-26 14:23:43,53.38583333333333,True,mainfield_extHigh_intLow_noHeat,unsealed,heat_off,high,53.38583333333333,96.49501248439451,-0.054375780274656706,-3.3455995902515654,-23.335624219725347,7.959999999999994,3.627490636704124,0.3863744199435075,0.13944163581358718,0.01540945073468291,0.6751575255558766,120165524_20260323-213435_seal_extHigh_intLow_noHeat_Change_20260324-9000_unseal::post_change,120165524,seal_change_to_unsealed,mainfield_extHigh_intLow_noHeat,mainfield_extHigh_intLow_noHeat,2026-03-24 09:00:00,1.0,外部高湿驱动工况,static_positive_reference,5.0,"delta_half_in_h,delta_half_dAH,slope_in_h_per_h,slope_dAH_per_h,end_start_dAH",train_eval_primary,post-change unsealed mainfield segment shows sustained positive response on segment features,transition_primary_mainfield,True,False,True,False,static_mainfield_primary,transition_context
120165520_20260310-170038_sealed_extEq_intEq_Heat_Change_20260313-1002_unsealed,post_change,seal_change_to_unsealed,2026-03-13 10:02:50,2026-03-15 10:03:07,48.00472222222222,True,balanced_control,unsealed,heat_on,eq,48.00472222222222,47.030070631970254,1.387438661710037,1.8687265252387186,9.70367657992567,-0.2700000000000031,-0.3731449814126435,-0.6050501739000778,-0.011029911620202448,-0.023823880654218768,-0.440258740705449,120165520_20260310-170038_sealed_extEq_intEq_Heat_Change_20260313-1002_unsealed::post_change,120165520,seal_change_to_unsealed,balanced_control,balanced_control,2026-03-13 10:02:00,0.0,复杂耦合工况,,,,,,transition_secondary_control,False,False,True,True,transition_context,control_challenge
120165520_20260310-170038_sealed_extEq_intEq_Heat_Change_20260313-1002_unsealed,pre_change,seal_change_to_unsealed,2026-03-10 17:00:38,2026-03-13 10:01:46,65.0188888888889,True,balanced_control,sealed,heat_on,eq,65.0188888888889,48.18264109589042,1.5786575342465754,1.5714805925380306,7.345183561643829,7.330000000000005,2.6166356164383586,0.06349455054059683,0.07796197801684351,0.0015898143436063196,1.2527599434174315,120165520_20260310-170038_sealed_extEq_intEq_Heat_Change_20260313-1002_unsealed::pre_change,120165520,seal_change_to_unsealed,balanced_control,balanced_control,2026-03-13 10:02:00,0.0,复杂耦合工况,,,,,,transition_secondary_control,False,False,True,True,transition_context,control_challenge
120165520_20260318-090358_sealed_extEq_intEq_Heat_Change_20260319-1520_unsealed,post_change,seal_change_to_unsealed,2026-03-19 15:20:34,2026-03-21 10:45:40,43.41833333333334,True,balanced_control,unsealed,heat_on,eq,43.41833333333334,51.522814297452754,27.38456861133936,4.335139378970931,-33.072707477403455,-4.949999999999999,-1.8555628594905507,-0.991886654228999,-0.09180357666693302,-0.05114271505233684,-3.153674065223891,120165520_20260318-090358_sealed_extEq_intEq_Heat_Change_20260319-1520_unsealed::post_change,120165520,seal_change_to_unsealed,balanced_control,balanced_control,2026-03-19 15:20:00,0.0,热源稳定工况,,,,,,transition_secondary_control,False,False,True,True,transition_context,control_challenge
120165520_20260318-090358_sealed_extEq_intEq_Heat_Change_20260319-1520_unsealed,pre_change,seal_change_to_unsealed,2026-03-18 09:03:58,2026-03-19 15:19:30,30.25888888888889,True,balanced_control,sealed,heat_on,eq,30.25888888888889,55.53259411764706,26.69711764705882,10.66761207722475,-24.38175294117647,-39.94,-11.501776470588236,-4.644005000218813,-0.7928831353008032,-0.26691444902620964,6.918855570963467,120165520_20260318-090358_sealed_extEq_intEq_Heat_Change_20260319-1520_unsealed::pre_change,120165520,seal_change_to_unsealed,balanced_control,balanced_control,2026-03-19 15:20:00,0.0,热源稳定工况,,,,,,transition_secondary_control,False,False,True,True,transition_context,control_challenge
120165519_20260309-102255_sealed_extLow_intHigh_noHeat_Change_20260310-1000_unsealed,post_change,seal_change_to_unsealed,2026-03-10 10:00:44,2026-03-13 10:00:04,71.9888888888889,True,internal_moisture_control,unsealed,heat_off,low,71.9888888888889,49.52382367508668,-0.6944601287766221,4.217018690366292,39.14909361069835,4.219999999999999,1.998761763249135,-0.17125204012635198,0.05576378640853317,-0.0026700842916344896,0.2716729746029811,120165519_20260309-102255_sealed_extLow_intHigh_noHeat_Change_20260310-1000_unsealed::post_change,120165519,seal_change_to_unsealed,internal_moisture_control,internal_moisture_control,2026-03-10 10:00:00,0.0,内部积湿工况,,,,,,transition_secondary_control,False,False,True,True,transition_context,control_challenge
120165519_20260309-102255_sealed_extLow_intHigh_noHeat_Change_20260310-1000_unsealed,pre_change,seal_change_to_unsealed,2026-03-09 10:22:55,2026-03-10 09:59:36,23.61138888888889,True,internal_moisture_control,sealed,heat_off,low,23.61138888888889,49.62461340206186,-0.7655584192439863,3.2862050103528926,32.182963917525775,32.77,6.56910652920962,0.7037692482562972,0.5726910445879231,0.06509032868416853,3.872464607237002,120165519_20260309-102255_sealed_extLow_intHigh_noHeat_Change_20260310-1000_unsealed::pre_change,120165519,seal_change_to_unsealed,internal_moisture_control,internal_moisture_control,2026-03-10 10:00:00,0.0,内部积湿工况,,,,,,transition_secondary_control,False,False,True,True,transition_context,control_challenge
120165519_20260313-111811_sealed_extLow_intHigh_Heat_Change_20260315-1500_unsealed,post_change,seal_change_to_unsealed,2026-03-15 15:00:11,2026-03-17 15:00:25,48.00388888888889,True,internal_moisture_control,unsealed,heat_on,low,48.00388888888889,54.525184905660375,2.8523433962264146,7.152298449515343,35.02832075471698,-0.7099999999999937,-0.5575320754716842,-0.023023325369028846,-0.02480463267190298,-0.011005328502005552,-1.2781469512342198,120165519_20260313-111811_sealed_extLow_intHigh_Heat_Change_20260315-1500_unsealed::post_change,120165519,seal_change_to_unsealed,internal_moisture_control,internal_moisture_control,2026-03-15 15:00:00,0.0,内部积湿工况,,,,,,transition_secondary_control,False,False,True,True,transition_context,control_challenge
120165519_20260313-111811_sealed_extLow_intHigh_Heat_Change_20260315-1500_unsealed,pre_change,seal_change_to_unsealed,2026-03-13 11:18:11,2026-03-15 14:59:03,51.681111111111115,True,internal_moisture_control,sealed,heat_on,low,51.681111111111115,46.95939655172413,2.5678448275862067,7.675351421023165,42.416303879310355,1.8799999999999955,0.880122126436774,0.059224988635023124,0.02968375315221658,0.0031771715633578043,3.640541452828015,120165519_20260313-111811_sealed_extLow_intHigh_Heat_Change_20260315-1500_unsealed::pre_change,120165519,seal_change_to_unsealed,internal_moisture_control,internal_moisture_control,2026-03-15 15:00:00,0.0,内部积湿工况,,,,,,transition_secondary_control,False,False,True,True,transition_context,control_challenge
120165524_20260304-120007_sealed_extHigh_intLow_noHeat_Change_20260304-1639_unsealed,pre_change,seal_change_to_unsealed,2026-03-04 12:00:07,2026-03-04 16:37:21,4.620555555555556,False,mainfield_extHigh_intLow_noHeat,sealed,heat_off,high,4.620555555555556,89.34043321299639,0.2018772563176896,-4.227190622869297,-33.51350180505415,1.0499999999999972,0.4279699718486114,-0.36448137186541363,0.1931603931229093,-0.16198245845858827,-0.9119370178996826,120165524_20260304-120007_sealed_extHigh_intLow_noHeat_Change_20260304-1639_unsealed::pre_change,120165524,seal_change_to_unsealed,mainfield_extHigh_intLow_noHeat,mainfield_extHigh_intLow_noHeat,2026-03-04 16:39:00,1.0,外部高湿驱动工况,,,,,,transition_primary_mainfield,False,False,True,False,transition_context,
120165524_20260323-213435_seal_extHigh_intLow_noHeat_Change_20260324-9000_unseal,pre_change,seal_change_to_unsealed,2026-03-23 21:35:24,2026-03-24 08:59:34,11.402777777777779,False,mainfield_extHigh_intLow_noHeat,sealed,heat_off,high,11.402777777777779,93.87030656934306,-0.0006861313868615923,-3.7063917553976697,-26.64490510948903,0.46000000000000796,0.3499411794793019,-0.19679239394960968,0.06062215111486981,-0.03746256423853766,-0.8559651181411585,120165524_20260323-213435_seal_extHigh_intLow_noHeat_Change_20260324-9000_unseal::pre_change,120165524,seal_change_to_unsealed,mainfield_extHigh_intLow_noHeat,mainfield_extHigh_intLow_noHeat,2026-03-24 09:00:00,1.0,外部高湿驱动工况,,,,,,transition_primary_mainfield,False,False,True,False,transition_context,
