segment_id,run_id,segment_name,segment_role,segment_source,segment_hours,segment_analyzable,segment_seal_state,primary_task,secondary_tasks,static_bucket,final_assessment_v1,raw_label_v1,raw_confidence_v1,prototype_margin_v1,transition_bucket,transition_recommended_use,weak_positive_support_score_v2,breathing_suppression_score_v2,confound_reject_score_v2,support_status_v2,support_risk_v2,support_reason_v2,needs_review_v2,best_lag_level_hum,corr_headroom_in_hum,corr_out_hum_in_hum,late_rh_gain_per_out,max_corr_level_hum,best_lag_rh_h,early_ah_resp_ratio,best_lag_dew_h,corr_dew_gap_in_dew,dew_gap_area_pos,end_start_dAH,headroom_gain_ratio,late_minus_early_rh_gain,max_corr_level_ah,max_corr_level_dew,ah_neg_response_ratio,dew_headroom_capture_ratio,dew_neg_response_ratio,best_lag_h,positive_ah_response_ratio,ah_gap_area_pos,corr_headroom_AH_in,corr_out_dew_in_dew,delta_half_dAH,delta_half_in_h,early_rh_gain_per_out,headroom_area_pos,max_corr_dew_change,slope_dAH_per_h,vpd_in_mean,late_ah_resp_ratio,max_corr_dAH_change,max_corr_outRH_inRH_change,ah_ingress_r2,ah_ingress_slope,dew_ingress_r2,dew_ingress_slope,ah_gap_q90,best_lag_level_ah,best_lag_level_dew,corr_out_AH_in_AH,mean_dT,positive_drive_ratio,vpd_gap_mean,early_dew_gain_per_out,gain_ratio_dAH_change,amp_in_hum_p90_p10,dew_gap_mean,dew_gap_q90,late_ah_decay_per_headroom,late_minus_early_vpd_gap,mean_dAH,slope_in_h_per_h,std_in_hum_run,ah_pos_gain_per_area,dew_pos_gain_per_area,late_dew_gain_per_out,amp_AH_in_p90_p10,amp_dew_in_p90_p10,amp_headroom_p90_p10,std_AH_in_run,std_dew_in_run,late_minus_early_dew_gain,predicted_memory_role_v2,anomaly_advantage_v2,health_only_risk_v2,distance_health_core,distance_anomaly_reference,distance_hard_negative,guard_feature_score_v3,support_status_v3,support_risk_v3,support_reason_v3,needs_review_v3,review_label,review_status_v3,feedback_action_v2,reviewer,review_note
120165524_20260321-170450_unseal_extHigh_intLow_Heat_Change_20260321-1800_noHeat::post_change,120165524_20260321-170450_unseal_extHigh_intLow_Heat_Change_20260321-1800_noHeat,post_change,mainfield_extHigh_intLow_noHeat,heat_off,47.59916666666667,True,unsealed,control_challenge,,static_heatoff_confound_challenge,watch_confound,negative,high,-2.2142873672550953,,,0.3333333333333333,0.8,1.0,static_watch_confound_confirmed,watch,segment matches heat-off confound pattern score 1.00 with low support 0.33,True,1.0,0.8276132260711092,0.9459951146712552,1.30380414831131,0.9638411898559682,4.0,0.0,4.0,-0.981283712076054,252.8716440784118,-8.3207670876946,-0.0637459827953167,0.0001407893618323,0.9963430696020504,0.9970609279899394,0.6521739130434783,0.3260869565217391,0.6739130434782609,4.0,0.3404255319148936,188.9999741964167,-0.9192324819101824,0.988485359587648,-0.6377975429076912,1.4223756131744878,1.3036633589494775,188.9999741964167,0.955810780658805,-0.0316671753763928,0.7761537539239666,1.0,0.9563445921822874,0.731701047722037,0.9321609344257732,0.957089629093517,0.9972344036105942,0.4886937227381634,4.341950996207429,3.0,2.0,0.977008654078894,0.5978801681850034,0.9791666666666666,-0.6371991253666043,2.3724831508328332,0.6544669305840548,2.140000000000001,5.305449633986923,6.007636306476239,0.0073757508268913,0.4712666407432001,-3.9580850459620094,0.0646589005699942,0.9890629335635824,0.0019573305064737,0.0025335956027077,0.8176388323384197,3.8510381183658975,5.818432359606188,0.5756053671035644,2.424231649174965,3.1139538922494285,-1.5548443184944136,hard_negative,-6.7632667614650614,73.51723550459059,73.51723550459059,11.707552469204604,4.944285707739542,0.4761904761904761,static_watch_confound_hardguard,watch,confound watch is reinforced by tri-memory hard_negative with anomaly_adv -6.76 and reject score 1.00,True,confound,reviewed,confirm_confound_watch,codex_auto_seed_v2,guarded confound segment confirmed by tri-memory hard-negative side
