file,sheet,window_id,start_time,end_time,window_center_time,class_label,predicted_group,expected_family,expected_match,transition_phase,seal_label,heat_source_inferred,hole_time,mean_in_temp,std_in_temp,slope_in_temp,mean_out_temp,std_out_temp,slope_out_temp,mean_in_hum,std_in_hum,slope_in_hum,mean_out_hum,std_out_hum,slope_out_hum,mean_AH_in,std_AH_in,slope_AH_in,mean_AH_out,std_AH_out,slope_AH_out,mean_dT,std_dT,slope_dT,mean_dAH,std_dAH,slope_dAH,first_mean_in_temp,second_mean_in_temp,delta_half_in_temp,first_mean_out_temp,second_mean_out_temp,delta_half_out_temp,first_mean_in_hum,second_mean_in_hum,delta_half_in_hum,first_mean_out_hum,second_mean_out_hum,delta_half_out_hum,first_mean_AH_in,second_mean_AH_in,delta_half_AH_in,first_mean_AH_out,second_mean_AH_out,delta_half_AH_out,first_mean_dT,second_mean_dT,delta_half_dT,first_mean_dAH,second_mean_dAH,delta_half_dAH,first_slope_in_temp,second_slope_in_temp,first_slope_AH_in,second_slope_AH_in,delta_in_temp,delta_out_temp,delta_in_hum,delta_AH_in,corr_temp,corr_hum,corr_AH,high_in_hum_ratio,high_out_hum_ratio,in_ah_gt_out_ah_ratio,max_hourly_temp_rise,max_hourly_temp_drop,max_hourly_hum_rise,transition_score,transition_rank_pct,mean_out_h,mean_dT_run,duration_h,slope_in_h_per_h,slope_dAH_per_h,delta_end_in_h,delta_half_in_h,delta_half_dAH_run,end_start_dAH,label,info_score,info_rank_pct
2026-03-02 161335_seal_unheated,Serial Data Log,W0007,2026-03-02 22:00:00,2026-03-03 10:00:00,2026-03-03 04:00:00,外部高湿驱动工况,candidate_high_info,ext_high_hum_no_heat,1.0,no_transition,seal,无,,17.34997150997151,1.0361014107129243,-0.30348155234150687,17.923347578347578,0.9685205220845011,-0.28329293206842354,56.29635327635328,0.2088186470877569,-0.06098199122564314,82.96981481481481,1.275445085204463,0.37358886048390927,8.331124796013423,0.5523558391901453,-0.1611792020399044,12.688599721888433,0.5392118221547911,-0.15730501054727522,-0.5733760683760684,0.07114409157460204,-0.02018862027308262,-4.3574749258750085,0.01908203915618878,-0.0038741914926301094,18.233618233618234,16.466324786324783,-1.7672934472934507,18.74692307692308,17.099772079772077,-1.6471509971510017,56.472905982905985,56.11980056980057,-0.35310541310541765,81.89079772079772,84.0488319088319,2.158034188034179,8.798991402544535,7.863258189482312,-0.9357332130622238,13.146359227641074,12.23084021613579,-0.9155190115052836,-0.5133048433048433,-0.6334472934472936,-0.12014245014245029,-4.347367825096539,-4.36758202665348,-0.02021420155694109,-0.3896258362623078,-0.2261770261814698,-0.21591320435649233,-0.11408469587943727,-3.59,-3.3599999999999994,-0.7899999999999991,-1.9344934955346487,0.9997537058241521,-0.9940661353260092,0.9996787518609542,0.0,1.0,0.0,-0.16113953488372346,-0.44975423728813624,-0.0358294573643434,0.0,,80.90816015252622,-0.6948999046711154,17.473333333333333,-0.1423855639090564,-0.045348496730809075,-2.8699999999999974,-1.1368899309341955,-0.30387473870645554,-4.453225531235083,0,0.7556280079663822,1.0
2026-03-02 161335_seal_unheated,Serial Data Log,W0006,2026-03-02 21:00:00,2026-03-03 09:00:00,2026-03-03 03:00:00,外部高湿驱动工况,candidate_high_info,ext_high_hum_no_heat,1.0,no_transition,seal,无,,17.62673157162726,1.1355929446433919,-0.32511366683115656,18.186870653685677,1.0725699092673298,-0.306456051388677,56.35920723226703,0.2407412188062135,-0.06809432510859402,82.61720445062586,1.4157552985541193,0.40452526705709624,8.482716913033933,0.6169553509679324,-0.1758769163109512,12.835648085829662,0.6007968281025442,-0.17130067932918264,-0.5601390820584145,0.06865587851239993,-0.018657615442478768,-4.352931172795731,0.02143582163521915,-0.004576236981768105,18.601532033426185,16.65463888888889,-1.9468931445372952,19.103314763231197,17.272972222222222,-1.8303425410089744,56.55908077994429,56.15988888888888,-0.3991918910554091,81.41208913649025,83.81897222222223,2.4068830857319767,9.007918728861645,7.958973991139078,-1.0489447377225671,13.34794660630284,12.324772616802248,-1.0231739895005916,-0.5017827298050139,-0.6183333333333334,-0.11655060352831947,-4.340027877441196,-4.36579862566317,-0.025770748221973783,-0.4097795563599008,-0.24288764186773,-0.23376727390959204,-0.12365373770559594,-3.8299999999999983,-3.6499999999999986,-0.9400000000000048,-2.1120269151520725,0.9996955152101706,-0.9933914623327397,0.9997323773684722,0.0,0.9596662030598053,0.0,-0.1993333333333318,-0.44975423728813624,-0.0451666666666668,0.0,,80.90816015252622,-0.6948999046711154,17.473333333333333,-0.1423855639090564,-0.045348496730809075,-2.8699999999999974,-1.1368899309341955,-0.30387473870645554,-4.453225531235083,0,0.47162801892624906,0.8571428571428571
2026-03-02 161335_seal_unheated,Serial Data Log,W0001,2026-03-02 16:00:00,2026-03-03 04:00:00,2026-03-02 22:00:00,外部高湿驱动工况,candidate_high_info,ext_high_hum_no_heat,1.0,no_transition,seal,无,,18.815354107648723,0.9030194907481491,-0.17316421183720868,19.539376770538244,0.982132811416585,-0.2528657167941584,57.08487252124645,0.8204346180223754,-0.22161186140785694,79.37266288951841,3.9734983057107383,0.9644442433109975,9.21272497526358,0.5427264940058367,-0.1278964871806829,13.349261950230632,0.7356025940003189,-0.03690389369605049,-0.7240226628895186,0.3641906905182133,0.07970150495694954,-4.136536974967051,0.5392765286932281,-0.09099259348463222,19.441359773371104,18.189348441926345,-1.2520113314447592,20.374135977337108,18.704617563739376,-1.6695184135977321,57.70628895184136,56.463456090651555,-1.2428328611898039,76.79957507082153,81.9457507082153,5.1461756373937675,9.651075750074138,8.774374200453023,-0.8767015496211155,13.57623668428145,13.12228721617981,-0.4539494681016407,-0.9327762039660059,-0.5152691218130311,0.41750708215297483,-3.9251609342073137,-4.347913015726788,-0.4227520815194743,0.2770203862447568,-0.3860987713299581,0.08382957658540581,-0.2133349324586035,-0.8099999999999987,-1.1400000000000006,-2.5700000000000003,-0.8008323152603829,0.9287529209505241,-0.900525987124806,0.6823668831290608,0.0,0.5524079320113314,0.0,0.8879042553191496,-0.44975423728813624,-0.061666666666667425,0.0,,80.90816015252622,-0.6948999046711154,17.473333333333333,-0.1423855639090564,-0.045348496730809075,-2.8699999999999974,-1.1368899309341955,-0.30387473870645554,-4.453225531235083,0,0.4403786718335905,0.7142857142857143
2026-03-02 161335_seal_unheated,Serial Data Log,W0005,2026-03-02 20:00:00,2026-03-03 08:00:00,2026-03-03 02:00:00,外部高湿驱动工况,candidate_high_info,ext_high_hum_no_heat,1.0,no_transition,seal,无,,17.948581363004173,1.197422576157529,-0.3438016249742582,18.501015299026424,1.1527462418478338,-0.3301588503007544,56.44545201668984,0.29029863620392793,-0.08068247931906129,82.19413073713491,1.5291961001418393,0.43746002527340755,8.662618434481717,0.6662359981842191,-0.1905446243109821,13.01121375029345,0.6492156234575073,-0.1856898810498193,-0.5524339360222532,0.062049946320572126,-0.013642774673504407,-4.348595315811737,0.022174717691893678,-0.0048547432611637485,18.98927576601671,16.910777777777778,-2.078497988238933,19.495208913649023,17.509583333333335,-1.9856255803156877,56.67766016713092,56.21388888888889,-0.463771278242028,80.87643454038997,83.50816666666667,2.6317321262767024,9.236193451527738,8.090636681371933,-1.145556770155805,13.569722359050441,12.454256554338567,-1.1154658047118744,-0.505933147632312,-0.5988055555555556,-0.09287240792324358,-4.333528907522704,-4.363619872966633,-0.030090965443928752,-0.40395787399838384,-0.2664450294206367,-0.24067436762933442,-0.13740036318255905,-3.8200000000000003,-3.780000000000001,-1.1400000000000006,-2.1669596965811255,0.9993283386770556,-0.9828005247401063,0.9997664617871895,0.0,0.8762169680111266,0.0,-0.22516666666666652,-0.44975423728813624,-0.0451666666666668,0.0,,80.90816015252622,-0.6948999046711154,17.473333333333333,-0.1423855639090564,-0.045348496730809075,-2.8699999999999974,-1.1368899309341955,-0.30387473870645554,-4.453225531235083,0,0.30509790591837666,0.5714285714285714
2026-03-02 161335_seal_unheated,Serial Data Log,W0002,2026-03-02 17:00:00,2026-03-03 05:00:00,2026-03-02 23:00:00,外部高湿驱动工况,candidate_high_info,ext_high_hum_no_heat,1.0,no_transition,seal,无,,18.71157162726008,1.0136084661484952,-0.25852339620681836,19.367107093184977,1.105812940828068,-0.30884900368092855,56.89305980528512,0.679437819009393,-0.1781438032700523,80.409735744089,2.499499629533505,0.6859552659528174,9.130335985944205,0.6145909457673333,-0.16631818049239996,13.388275249175834,0.5667880396700063,-0.12746976846528657,-0.6555354659248958,0.2704436900328383,0.050325607474110724,-4.257939263231626,0.1969953247749961,-0.038848412027114525,19.583871866295265,17.841694444444446,-1.742177421850819,20.360389972144844,18.376583333333333,-1.9838066388115116,57.39440111420612,56.39311111111111,-1.0012900030950078,78.44526462395542,82.36875,3.9234853760445816,9.678880150018069,8.583315555659434,-1.0955645943586347,13.841944687442231,12.935866003793505,-0.906078683648726,-0.7765181058495823,-0.5348888888888889,0.2416292169606934,-4.1630645374241615,-4.35255044813407,-0.18948591070990872,0.03217937992639315,-0.3549327452640848,-0.04139893776885353,-0.19192426336626803,-1.6099999999999994,-2.650000000000002,-2.6199999999999974,-1.2262668292378294,0.9711658699712649,-0.9878705814063847,0.9475774432116103,0.0,0.6258692628650904,0.0,0.7221666666666664,-0.44975423728813624,-0.06033333333333246,0.0,,80.90816015252622,-0.6948999046711154,17.473333333333333,-0.1423855639090564,-0.045348496730809075,-2.8699999999999974,-1.1368899309341955,-0.30387473870645554,-4.453225531235083,0,0.08773292487136666,0.42857142857142855
2026-03-02 161335_seal_unheated,Serial Data Log,W0003,2026-03-02 18:00:00,2026-03-03 06:00:00,2026-03-03 00:00:00,外部高湿驱动工况,candidate_high_info,ext_high_hum_no_heat,1.0,no_transition,seal,无,,18.5247983310153,1.1414395847210843,-0.3221264798883317,19.11493741307371,1.1887056537153824,-0.3408647637942969,56.70030598052852,0.4979849824400041,-0.13222876585325574,81.15440890125173,1.9600278989341766,0.5532422254841773,9.003684823625987,0.6734768239459867,-0.19203101270711403,13.318038737230383,0.6297139882732788,-0.17583219926468643,-0.5901390820584146,0.14869715578648143,0.018738283905964114,-4.314353913604397,0.0847862836620499,-0.016198813442428135,19.550612813370474,17.501833333333334,-2.0487794800371404,20.17635097493036,18.056472222222222,-2.1198787527081393,57.072256267409465,56.32938888888889,-0.7428673785205717,79.52515320334261,82.77913888888888,3.2539856855462688,9.608409058690542,8.400640378103276,-1.2077686805872663,13.882554175262955,12.755091397636786,-1.1274627776261692,-0.6257381615598887,-0.5546388888888888,0.07109927267099991,-4.2741451165724165,-4.35445101953351,-0.08030590296109352,-0.20318929002467542,-0.3225797720798941,-0.15610530682368975,-0.17115866269782598,-2.7900000000000027,-3.3500000000000014,-2.020000000000003,-1.7713466014680703,0.9926753242708294,-0.9771927999944776,0.9937826506063185,0.0,0.7093184979137691,0.0,0.28149999999999764,-0.44975423728813624,-0.0451666666666668,0.0,,80.90816015252622,-0.6948999046711154,17.473333333333333,-0.1423855639090564,-0.045348496730809075,-2.8699999999999974,-1.1368899309341955,-0.30387473870645554,-4.453225531235083,0,0.0,0.21428571428571427
2026-03-03 181049_unseal_unheated,Serial Data Log,W0002,2026-03-03 19:00:00,2026-03-04 07:00:00,2026-03-04 01:00:00,外部高湿驱动工况,candidate_high_info,ext_high_hum_no_heat,1.0,no_transition,unseal,无,,16.384561891515993,1.0992345000347343,-0.2975287741438182,16.06712100139082,0.7705394959797544,-0.22002187104727808,57.51723226703755,0.2973119878540614,0.07768311648407877,88.67657858136302,1.7310541426314956,0.45958821083974344,8.030046463080092,0.5041334349946704,-0.13516620945916477,12.126854889770192,0.33882214915761794,-0.09762589301432904,0.31744089012517396,0.3849955526238631,-0.07750690309653954,-4.096808426690096,0.24028881793496995,-0.03754031644483646,17.229693593314767,15.54177777777778,-1.6879158155369876,16.720501392757658,15.415555555555557,-1.3049458372021014,57.304428969359336,57.72944444444444,0.42501547508510384,87.37373259052924,89.97580555555555,2.6020729650263092,8.412978636905962,7.648177989737073,-0.7648006471688884,12.425941291960632,11.828599283141385,-0.5973420088192469,0.5091922005571031,0.12622222222222235,-0.3829699783348808,-4.012962655054671,-4.180421293404312,-0.16745863834964148,-0.5113520014140764,-0.1804957259407329,-0.2396393010689958,-0.07673421655947375,-4.950000000000001,-2.8499999999999996,1.4699999999999989,-2.3020039764632507,0.9762804019000978,0.9879582944719894,0.9109811644964283,0.0,1.0,0.0,-0.15266666666666673,-1.2143333333333324,0.41583333333333883,0.0,,88.56181818181818,0.4385432639649507,15.206944444444444,0.0907935507991311,-0.06265016696099389,2.3400000000000034,0.6159506123075715,-0.33986932930831726,-3.8953505362475385,1,1.3748664521654095,1.0
2026-03-03 181049_unseal_unheated,Serial Data Log,W0005,2026-03-03 22:00:00,2026-03-04 10:00:00,2026-03-04 04:00:00,外部高湿驱动工况,candidate_high_info,ext_high_hum_no_heat,1.0,no_transition,unseal,无,,15.652963503649636,0.6232539166122438,-0.18746517488168699,15.515795620437956,0.5751225287538357,-0.17322328161999323,57.71767883211679,0.17435348137181067,0.05251587979694149,89.76585401459855,0.8035720921685098,0.23616294938335483,7.701272598540639,0.2693825707199,-0.08075187201440617,11.87482212326615,0.30972832303461584,-0.09355301703989348,0.13716788321167886,0.0538259281940521,-0.01424189326169334,-4.173549524725511,0.04877766213899434,0.012801145025487858,16.186842105263157,15.12064139941691,-1.0662007058462475,16.010263157894737,15.022769679300293,-0.9874934785944447,57.568245614035085,57.86667638483965,0.2984307708045648,89.10438596491228,90.42539358600582,1.3210076210935426,7.93095698539536,7.472257845466833,-0.45869913992852673,12.143540232936363,11.606887448318005,-0.536652784618358,0.17657894736842109,0.0978717201166181,-0.07870722725180299,-4.212583247541003,-4.134629602851174,0.07795364468982946,-0.23465124265553783,-0.14500699793587918,-0.10523812520120043,-0.05893735952083284,-2.210000000000001,-1.9699999999999989,0.6200000000000045,-0.9576107713186497,0.9991901181321571,0.9624018234191258,0.9954966328029169,0.0,1.0,0.0,-0.09234615384615275,-0.2835000000000001,0.06216666666666981,0.0,,88.56181818181818,0.4385432639649507,15.206944444444444,0.0907935507991311,-0.06265016696099389,2.3400000000000034,0.6159506123075715,-0.33986932930831726,-3.8953505362475385,1,0.48315313835396023,0.75
2026-03-03 181049_unseal_unheated,Serial Data Log,W0004,2026-03-03 21:00:00,2026-03-04 09:00:00,2026-03-04 03:00:00,外部高湿驱动工况,candidate_high_info,ext_high_hum_no_heat,1.0,no_transition,unseal,无,,15.810333796940196,0.7105156430041981,-0.20286344054861397,15.65180806675939,0.6370132359941768,-0.18272531901405098,57.67757997218359,0.1863518295842953,0.05345490591891669,89.53367176634214,0.9938723867187242,0.275401252154933,7.770865777564319,0.3116813692992809,-0.08861151447843686,11.942253523339824,0.3312876853977876,-0.09542258989025326,0.1585257301808067,0.08244384662778072,-0.020138121534563548,-4.171387745775505,0.04908168342354861,0.006811075411817505,16.414456824512538,15.20788888888889,-1.2065679356236476,16.20075208913649,15.104388888888888,-1.0963632002476018,57.51855153203341,57.83616666666666,0.3176151346332432,88.72888579387187,90.33622222222222,1.6073364283503508,8.034283179693006,7.508180090441543,-0.5261030892514622,12.232020282318565,11.653291672024913,-0.578728610293652,0.21370473537604465,0.10350000000000001,-0.11020473537604464,-4.197737102625559,-4.145111581583368,0.05262552104219065,-0.2642821013502486,-0.15110400714044708,-0.12031922483976401,-0.06208972977612991,-2.5900000000000016,-2.2600000000000016,0.7299999999999969,-1.134380245217197,0.9984596113920008,0.9612038063844901,0.9901962108417195,0.0,1.0,0.0,-0.12916666666666643,-0.38083333333333513,0.07550000000000523,0.0,,88.56181818181818,0.4385432639649507,15.206944444444444,0.0907935507991311,-0.06265016696099389,2.3400000000000034,0.6159506123075715,-0.33986932930831726,-3.8953505362475385,1,0.2587968616460397,0.5
2026-03-03 181049_unseal_unheated,Serial Data Log,W0003,2026-03-03 20:00:00,2026-03-04 08:00:00,2026-03-04 02:00:00,外部高湿驱动工况,candidate_high_info,ext_high_hum_no_heat,1.0,no_transition,unseal,无,,16.052169680111263,0.8285391843975816,-0.2338494260779743,15.847816411682892,0.6924892241615487,-0.19839536075761216,57.61230876216968,0.20851834202802075,0.05889561889533239,89.1752016689847,1.2573952526512766,0.3437729466497306,7.878341675095167,0.37038337951126854,-0.10397384446482014,12.035948815070746,0.33936675064373867,-0.0978335887628318,0.20435326842837276,0.15723885929252499,-0.03545406532036195,-4.157607139975579,0.08513087416665359,-0.00614025570198855,16.73899721448468,15.36725,-1.3717472144846798,16.443621169916437,15.253666666666666,-1.189954503249771,57.441699164345415,57.782444444444444,0.3407452800990285,88.178356545961,90.16927777777778,1.9909212318167846,8.183176828732641,7.574353285773352,-0.6088235429592892,12.334808771867154,11.737919024820998,-0.5968897470461556,0.2953760445682452,0.11358333333333334,-0.18179271123491184,-4.151631943134511,-4.163565739047645,-0.011933795913133594,-0.33367286128986146,-0.16450432149047117,-0.1538215043531785,-0.06880015728227916,-3.24,-2.4799999999999986,0.9200000000000017,-1.4492665311356276,0.9945843843863273,0.976713520675447,0.9749982327563882,0.0,1.0,0.0,-0.1398333333333337,-0.5963333333333338,0.17483333333332496,0.0,,88.56181818181818,0.4385432639649507,15.206944444444444,0.0907935507991311,-0.06265016696099389,2.3400000000000034,0.6159506123075715,-0.33986932930831726,-3.8953505362475385,1,0.1659141868725637,0.25
