segment_id,run_id,segment_name,segment_role,segment_source,segment_hours,segment_analyzable,segment_seal_state,primary_task,secondary_tasks,static_bucket,final_assessment_v1,raw_label_v1,raw_confidence_v1,prototype_margin_v1,transition_bucket,transition_recommended_use,weak_positive_support_score_v2,breathing_suppression_score_v2,confound_reject_score_v2,support_status_v2,support_risk_v2,support_reason_v2,needs_review_v2,review_label,review_status_v2,feedback_action_v1,reviewer,review_note
120165524_20260321-170450_unseal_extHigh_intLow_Heat_Change_20260321-1800_noHeat::post_change,120165524_20260321-170450_unseal_extHigh_intLow_Heat_Change_20260321-1800_noHeat,post_change,mainfield_extHigh_intLow_noHeat,heat_off,47.59916666666667,True,unsealed,control_challenge,,static_heatoff_confound_challenge,watch_confound,negative,high,-2.2142873672550953,,,0.3333333333333333,0.8,1.0,static_watch_confound_confirmed,watch,segment matches heat-off confound pattern score 1.00 with low support 0.33,True,confound,reviewed,confirm_confound_watch,codex_auto_seed_v1,heat-off post-change segment remains a confirmed confound challenge
