segment_id,run_id,segment_name,segment_role,segment_source,segment_hours,segment_analyzable,segment_seal_state,primary_task,secondary_tasks,static_bucket,final_assessment_v1,raw_label_v1,raw_confidence_v1,prototype_margin_v1,transition_bucket,transition_recommended_use,weak_positive_support_score_v2,breathing_suppression_score_v2,confound_reject_score_v2,support_status_v2,support_risk_v2,support_reason_v2,needs_review_v2,review_label,review_status_v2,feedback_action_v1,reviewer,review_note
120165524_20260303-181049_unsealed_extHigh_intLow_noHeat_noChange_na::full,120165524_20260303-181049_unsealed_extHigh_intLow_noHeat_noChange_na,full,mainfield_extHigh_intLow_noHeat,full_run,15.206944444444444,True,unsealed,static_eval_only,,static_positive_eval_only,review_weak_positive,negative,high,-2.2491051254840846,,,1.0,1.0,0.75,static_supported_weak_positive,medium,raw static baseline stayed weak but multiview support score rose to 1.00,True,positive_reference,reviewed,promote_static_positive,codex_auto_seed_v1,full-run unsealed weak-positive segment upgraded by multiview support score 1.00
