file,near_transition_windows,near_transition_median_rank_pct,near_transition_mean_score,non_near_transition_mean_score,transition_score_lift,transition_pass
2026-03-04 120007_seal_unheated-2026-03-04 163909_unseal_unheated,5,0.9428571428571428,1.5341746726887489,0.290629369788305,1.243545302900444,True
2026-03-08 172014_seal_unheated,13,0.8627450980392157,0.6265600050702892,0.26282574188818025,0.36373426318210894,True
