file,sheet,window_id,start_time,end_time,window_center_time,n_samples,class_label,predicted_group,expected_family,expected_candidates,expected_match,transition_phase,device_id_manifest,initial_state,ext_humidity_level,in_humidity_level,heat_source,hole_time,updated_time,notes,image_path,csv_path,mean_in_temp,std_in_temp,slope_in_temp,mean_out_temp,std_out_temp,slope_out_temp,mean_in_hum,std_in_hum,slope_in_hum,mean_out_hum,std_out_hum,slope_out_hum,mean_AH_in,std_AH_in,slope_AH_in,mean_AH_out,std_AH_out,slope_AH_out,mean_dT,std_dT,slope_dT,mean_dAH,std_dAH,slope_dAH,first_mean_in_temp,second_mean_in_temp,delta_half_in_temp,first_mean_out_temp,second_mean_out_temp,delta_half_out_temp,first_mean_in_hum,second_mean_in_hum,delta_half_in_hum,first_mean_out_hum,second_mean_out_hum,delta_half_out_hum,first_mean_AH_in,second_mean_AH_in,delta_half_AH_in,first_mean_AH_out,second_mean_AH_out,delta_half_AH_out,first_mean_dT,second_mean_dT,delta_half_dT,first_mean_dAH,second_mean_dAH,delta_half_dAH,first_slope_in_temp,second_slope_in_temp,first_slope_AH_in,second_slope_AH_in,delta_in_temp,delta_out_temp,delta_in_hum,delta_AH_in,corr_temp,corr_hum,corr_AH,high_in_hum_ratio,high_out_hum_ratio,in_ah_gt_out_ah_ratio,max_hourly_temp_rise,max_hourly_temp_drop,max_hourly_hum_rise
120165518_20260308-104441_sealed_extEq_intEq_noHeat_noChange_na,202603131000,W0001,2026-03-08 10:00:00,2026-03-08 22:00:00,2026-03-08 16:00:00,621,低信息工况,exclude_low_info,unknown,,,no_transition,,,,,,,,,,,13.345877616747183,0.13228785023864656,-0.030275965571670064,13.990966183574878,0.21594361678178514,-0.0486031838961715,48.6419001610306,0.9197534362884925,0.2820800666288256,51.33423510466989,1.9764938660924696,0.5837692942819771,5.632785205428524,0.07894580299479974,0.022036411618738812,6.184551209100039,0.2003365023139366,0.05160439318789191,-0.6450885668276973,0.09835846330924239,0.018327218324500925,-0.5517660036715156,0.12464125122138678,-0.029567981569153048,13.43535483870968,13.256688102893891,-0.1786667358157885,14.148096774193547,13.834340836012863,-0.3137559381806838,47.84290322580645,49.438327974276525,1.595424748470073,49.6728064516129,52.99032154340836,3.317515091795464,5.5715695414359345,5.693804034488662,0.12223449305272727,6.044695299037231,6.323957421702841,0.27926212266560935,-0.7127419354838709,-0.5776527331189713,0.13508920236489963,-0.4731257576012966,-0.6301533872141777,-0.15702762961288108,0.026229999839196157,-0.07924255874564745,0.0426570545315334,0.0032264568005466714,-0.28999999999999915,-0.3200000000000003,3.190000000000005,0.2662994744702569,0.9531605251677686,0.9667902700882217,0.9747169487318674,0.0,0.0,0.0,0.05128654970760316,-0.09615488215487922,0.31768013468013123
120165518_20260308-104441_sealed_extEq_intEq_noHeat_noChange_na,202603131000,W0002,2026-03-08 11:00:00,2026-03-08 23:00:00,2026-03-08 17:00:00,657,低信息工况,exclude_low_info,unknown,,,no_transition,,,,,,,,,,,13.323028919330289,0.15042051042022295,-0.03597658114508515,13.958249619482496,0.23952470423025846,-0.05643099391480608,48.80404870624049,0.9583998274892389,0.27802921779485124,51.54497716894978,1.8532227304906488,0.49827185169670485,5.643448439808038,0.07467720503054481,0.019529743231522758,6.197382196138742,0.17973638246458548,0.038342095934733575,-0.635220700152207,0.10387311236932058,0.02045441276972053,-0.5539337563307035,0.11367124387041508,-0.01881235270321055,13.44015243902439,13.206261398176292,-0.2338910408480981,14.155640243902436,13.761458966565352,-0.3941812773370845,47.97060975609756,49.634954407294835,1.6643446511972755,49.9947256097561,53.09051671732522,3.09579110756912,5.58806563935829,5.698662903478303,0.11059726412001325,6.086468461870069,6.307958806595048,0.22149034472497853,-0.7154878048780486,-0.5551975683890579,0.16029023648899077,-0.4984028225117787,-0.6092959031167441,-0.11089308060496539,0.019534874808419915,-0.07266723248278298,0.04029623960979523,0.0043467872123417635,-0.33999999999999986,-0.5100000000000016,3.270000000000003,0.2576895401610244,0.9604480801428718,0.9359616687530088,0.9298282166711372,0.0,0.0,0.0,0.05128654970760316,-0.09615488215487922,0.31768013468013123
120165518_20260308-104441_sealed_extEq_intEq_noHeat_noChange_na,202603131000,W0003,2026-03-08 12:00:00,2026-03-09 00:00:00,2026-03-08 18:00:00,657,低信息工况,exclude_low_info,unknown,,,no_transition,,,,,,,,,,,13.293059360730595,0.17044932855566947,-0.044833291800783756,13.918219178082193,0.26362973052098526,-0.06898395717252544,49.06981735159817,0.9356134498628785,0.2708201773549424,51.954855403348546,1.497723074341046,0.376671854540517,5.663567580737945,0.0604080872011388,0.015528026933097704,6.2314172335505145,0.127923191383362,0.01889842279885385,-0.6251598173515982,0.10806084709818034,0.024150665371742184,-0.5678496528125697,0.08794204483245692,-0.003370395865756055,13.444512195121952,13.142066869300912,-0.30244532582104,14.160396341463414,13.67677811550152,-0.4836182259618944,48.25170731707316,49.88544072948328,1.6337334124101162,50.76103658536585,53.14504559270517,2.3840090073393227,5.622222939560272,5.704786554313253,0.08256361475298135,6.18086815533175,6.2818126671546315,0.10094451182288111,-0.7158841463414634,-0.5347112462006082,0.1811729001408552,-0.5586452157714789,-0.5770261128413776,-0.01838089706989876,0.004054690518670499,-0.05837859106372948,0.03445479584857326,0.00700216503783017,-0.3899999999999988,-0.5700000000000003,3.1700000000000017,0.22792945052465008,0.9666793664053404,0.8868215424450414,0.7945341446308458,0.0,0.0,0.0,0.05128654970760316,-0.09615488215487922,0.31768013468013123
120165518_20260308-104441_sealed_extEq_intEq_noHeat_noChange_na,202603131000,W0004,2026-03-08 13:00:00,2026-03-09 01:00:00,2026-03-08 19:00:00,657,低信息工况,exclude_low_info,unknown,,,no_transition,,,,,,,,,,,13.257138508371385,0.18720269272698806,-0.05163333668887961,13.874946727549467,0.27756460227883467,-0.07589207459215322,49.32712328767123,0.9108815943822209,0.26295455056500705,52.30538812785388,1.2095792241238306,0.2827733521097028,5.680578101053455,0.04757428678424088,0.012149908115600813,6.257013992391677,0.08808162829334198,0.00488493116130866,-0.6178082191780823,0.10879637948222202,0.024258737903273198,-0.5764358913382206,0.07488059102587831,0.007264976954291574,13.428780487804879,13.086018237082067,-0.34276225072281186,14.128658536585366,13.622006079027356,-0.50665245755801,48.53411585365854,50.11772036474164,1.5836045110831023,51.43871951219513,53.16942249240121,1.7307029802060825,5.649512329184332,5.711549448084071,0.06203711889973906,6.250510508417345,6.263497708937513,0.01298720052016833,-0.6998780487804878,-0.5359878419452888,0.16389020683519895,-0.6009981792330132,-0.5519482608534425,0.049049918379570734,-0.020984695403081594,-0.0477990452884326,0.02594981005367587,0.009014627315779278,-0.47000000000000064,-0.6500000000000004,3.049999999999997,0.1855264509087613,0.9646716890710608,0.8362028444046112,0.5267470103360543,0.0,0.0,0.0,0.05128654970760316,-0.09615488215487922,0.31768013468013123
120165518_20260308-104441_sealed_extEq_intEq_noHeat_noChange_na,202603131000,W0005,2026-03-08 14:00:00,2026-03-09 02:00:00,2026-03-08 20:00:00,655,低信息工况,exclude_low_info,unknown,,,no_transition,,,,,,,,,,,13.215954198473284,0.19961728912896318,-0.056682018612584366,13.814213740458017,0.27945493604300686,-0.07669022499809804,49.58648854961831,0.8789541704418894,0.25354578512784787,52.578854961832064,0.9033504076791511,0.1794518975873111,5.695909056381483,0.03471438625073426,0.009196040552062312,6.266802076058095,0.06902004739751558,-0.007915576474933319,-0.5982595419847329,0.1000184683088477,0.020008206385513684,-0.5708930196766112,0.082742905431182,0.01711161702699592,13.3956880733945,13.036768292682925,-0.3589197807115738,14.049694189602446,13.579451219512194,-0.4702429700902524,48.82648318042813,50.34417682926829,1.517693648840165,52.07030581039755,53.085853658536585,1.015547848139036,5.671818674775938,5.719925991701645,0.04810731692570691,6.29641280799501,6.237281620742939,-0.05913118725207056,-0.6540061162079511,-0.5426829268292684,0.11132318937868269,-0.6245941332190702,-0.5173556290412938,0.10723850417777636,-0.052643432119083594,-0.04056979941240909,0.015096242360870683,0.010080527770769782,-0.5199999999999996,-0.6900000000000013,2.980000000000004,0.15928056408440305,0.9674669999836869,0.7302140735951993,-0.18312542250536662,0.0,0.0,0.0,0.024074074074073692,-0.09615488215487922,0.31768013468013123
120165518_20260308-104441_sealed_extEq_intEq_noHeat_noChange_na,202603131000,W0006,2026-03-08 15:00:00,2026-03-09 03:00:00,2026-03-08 21:00:00,657,低信息工况,exclude_low_info,unknown,,,no_transition,,,,,,,,,,,13.168188736681888,0.20127393281664888,-0.056981405103127186,13.751506849315069,0.262909402632636,-0.07037633620766336,49.83263318112633,0.8418473304220889,0.24147394196435085,52.72636225266363,0.7235327939622502,0.09835014746899162,5.70735069566377,0.027638577620883183,0.007592047989981713,6.260614585557102,0.07536312282474955,-0.015218078017086988,-0.5833181126331811,0.08723362340594337,0.013394931104535789,-0.553263889893331,0.09581175257232794,0.022810126007068547,13.341463414634147,12.995440729483285,-0.3460226851508619,13.95530487804878,13.548328267477203,-0.4069766105715775,49.106219512195125,50.55683890577508,1.4506193935799558,52.51515243902439,52.93693009118541,0.42177765216101903,5.68520341094541,5.729430663407304,0.044227252461894295,6.313542205861072,6.207847839478978,-0.10569436638209417,-0.6138414634146342,-0.552887537993921,0.060953925420713206,-0.6283387949156632,-0.4784171760716745,0.14992161884398875,-0.0732887285372338,-0.037752474845393576,0.006858290453938823,0.009555795197090704,-0.6099999999999994,-0.8300000000000001,2.8599999999999994,0.11324207066546688,0.9639927845872455,0.5307990094419236,-0.6568634824117079,0.0,0.0,0.0,-0.03243697478991514,-0.09615488215487922,0.31768013468013123
120165518_20260308-104441_sealed_extEq_intEq_noHeat_noChange_na,202603131000,W0007,2026-03-08 16:00:00,2026-03-09 04:00:00,2026-03-08 22:00:00,659,低信息工况,exclude_low_info,unknown,,,no_transition,,,,,,,,,,,13.11670713201821,0.19011976099418387,-0.053259863345746214,13.680606980273142,0.23843128787838996,-0.06310865934744271,50.066995447647955,0.8019009055296514,0.22899945003219843,52.85066767830046,0.5645539248604163,0.031308893909088156,5.716052499693351,0.026786542845107793,0.007361937447732419,6.24842626277643,0.0848942529884132,-0.02043723243632172,-0.5638998482549318,0.07612257542502503,0.009848796001697132,-0.5323737630830782,0.10830021205305305,0.027799169884054058,13.274042553191489,12.959848484848484,-0.3141940683430047,13.862036474164135,13.499727272727272,-0.3623092014368634,49.37440729483283,50.75748484848485,1.3830775536520221,52.87556231003039,52.82584848484848,-0.04971382518191092,5.6925099048742345,5.739523753316048,0.047013848441813444,6.32083665305914,6.1762352979188195,-0.14460135514032046,-0.5879939209726445,-0.5398787878787878,0.04811513309385662,-0.6283267481849053,-0.4367115446027714,0.1916152035821339,-0.07890942156548958,-0.03618457221231935,0.0035288654133042606,0.008525254141561509,-0.6099999999999994,-0.9000000000000004,2.740000000000002,0.09848564063400378,0.9618287587794045,0.2558901131502332,-0.8364871311656348,0.0,0.0,0.0,-0.023928571428571743,-0.09615488215487922,0.31768013468013123
120165518_20260308-104441_sealed_extEq_intEq_noHeat_noChange_na,202603131000,W0008,2026-03-08 17:00:00,2026-03-09 05:00:00,2026-03-08 23:00:00,655,低信息工况,exclude_low_info,unknown,,,no_transition,,,,,,,,,,,13.06624427480916,0.17096488594546655,-0.047860533915374155,13.610519083969468,0.20362924091227985,-0.05393161517123394,50.28792366412213,0.7566101935538614,0.2169332571085493,52.95068702290076,0.4048909522836035,-0.03154865879970782,5.723484305203818,0.028090211594570386,0.007785286444993524,6.233590987395443,0.09201616458499792,-0.02439203242375203,-0.5442748091603055,0.06723038274806471,0.006071081255859025,-0.5101066821916241,0.11793914391436641,0.032177318868745496,13.20617737003058,12.926737804878051,-0.2794395651525292,13.761009174311928,13.460487804878046,-0.3005213694338824,49.63529051987768,50.93856707317073,1.3032765532930526,53.09434250764526,52.80746951219512,-0.286872995450139,5.698674707597984,5.748218263792561,0.04954355619457651,6.308239855770822,6.159169707033403,-0.14907014873741886,-0.5548318042813457,-0.5337500000000001,0.02108180428134565,-0.6095651481728365,-0.4109514432408425,0.19861370493199398,-0.07278467900000174,-0.03288113704917306,0.004322366360720551,0.008503695345639047,-0.5899999999999999,-0.620000000000001,2.6199999999999974,0.09034357874011523,0.9504076113651807,-0.22294286640678743,-0.9002032640471899,0.0,0.0,0.0,-0.023928571428571743,-0.09615488215487922,0.31768013468013123
120165518_20260308-104441_sealed_extEq_intEq_noHeat_noChange_na,202603131000,W0009,2026-03-08 18:00:00,2026-03-09 06:00:00,2026-03-09 00:00:00,651,低信息工况,exclude_low_info,unknown,,,no_transition,,,,,,,,,,,13.018725038402456,0.14726763591332115,-0.0414851467646955,13.551397849462367,0.1659296790672726,-0.04411347844502059,50.49935483870967,0.7107628935298033,0.20456583693822752,52.987188940092175,0.3792083976682289,-0.05510440222519926,5.730775275366522,0.030324160479888444,0.008531921237471408,6.215216538610316,0.08954222933630869,-0.0233796315954575,-0.5326728110599079,0.06281779890782734,0.0026283316803247412,-0.4844412632437949,0.11706176619493691,0.031911552832928895,13.141661538461538,12.896165644171779,-0.2454958942897587,13.675507692307695,13.42766871165644,-0.24783898065125598,49.88606153846153,51.110766871165644,1.2247053327041115,53.14636923076923,52.828496932515336,-0.31787229825389574,5.7047200352558,5.756750591427823,0.052030556172023346,6.28147854023479,6.149157794659539,-0.1323207455752513,-0.533846153846154,-0.5315030674846626,0.0023430863614913866,-0.5767585049789901,-0.3924072032317138,0.18435130174727626,-0.05831753767507956,-0.028521093426504527,0.006990679131607376,0.009158068721080591,-0.5599999999999987,-0.6399999999999988,2.539999999999999,0.09056334384407272,0.9263833387558305,-0.49862221329341877,-0.877638560644846,0.0,0.0,0.0,-0.02388763197586563,-0.08791005291005405,0.27187830687830683
120165518_20260308-104441_sealed_extEq_intEq_noHeat_noChange_na,202603131000,W0010,2026-03-08 19:00:00,2026-03-09 07:00:00,2026-03-09 01:00:00,651,低信息工况,exclude_low_info,unknown,,,no_transition,,,,,,,,,,,12.977050691244242,0.1281449739534151,-0.03612989498028784,13.510122887864824,0.14038513053503826,-0.03617323007853991,50.70129032258065,0.6782428838029045,0.19451471492862474,52.978371735791086,0.38043916735983424,-0.05640818387592772,5.738941574910432,0.03253242696882134,0.009204734867582446,6.198313707713897,0.08291864576882838,-0.020462683336685033,-0.5330721966205838,0.06317564777615382,4.333509825110466e-05,-0.4593721328034646,0.11151360574361796,0.029667418204267555,13.085846153846155,12.868588957055215,-0.2172571967909409,13.621876923076925,13.398711656441716,-0.22316526663520975,50.118153846153845,51.282638036809814,1.164484190655969,53.172276923076915,52.78506134969325,-0.3872155733836635,5.711542438317991,5.766256665071606,0.0547142267536147,6.2637803178772975,6.1330479153730835,-0.13073240250421403,-0.5360307692307693,-0.530122699386503,0.005908069844266284,-0.5522378795593048,-0.3667912503014765,0.1854466292578283,-0.04759363330910276,-0.024920764383415537,0.009092100625750383,0.00993606924696981,-0.4499999999999993,-0.3999999999999986,2.3800000000000026,0.11034863593910238,0.8932346856508643,-0.5340892228598992,-0.834355682551875,0.0,0.0,0.0,-0.018769063180826606,-0.08053571428571438,0.24732142857142492
120165518_20260308-104441_sealed_extEq_intEq_noHeat_noChange_na,202603131000,W0011,2026-03-08 20:00:00,2026-03-09 08:00:00,2026-03-09 02:00:00,647,低信息工况,exclude_low_info,unknown,,,no_transition,,,,,,,,,,,12.941715610510048,0.1113218889539209,-0.031429588348813764,13.478763523956724,0.1309503889418932,-0.032110577070816194,50.89527047913446,0.646877146625895,0.1858965120605148,53.037619783616684,0.5113024927698344,0.003730584599497956,5.748374741316955,0.03460271086769464,0.009827629094629007,6.193104807685744,0.08044453748715219,-0.011888100021698527,-0.5370479134466769,0.06615561814542288,0.0006809887220026055,-0.4447300663687892,0.10115461011050525,0.02171572911632733,13.036904024767802,12.84682098765432,-0.19008303711348162,13.57922600619195,13.37861111111111,-0.20061489508083952,50.34263157894736,51.446203703703695,1.103572124756333,53.089071207430344,52.98632716049383,-0.10274404693651462,5.719802309769655,5.776858986347134,0.057056676577478704,6.237571480783572,6.1487753774061185,-0.08879610337745358,-0.5423219814241488,-0.53179012345679,0.010531857967358782,-0.5177691710139173,-0.37191639105898555,0.14585277995493173,-0.040548303632380545,-0.02069329418306048,0.010142724532933025,0.011224381931541103,-0.379999999999999,-0.22000000000000064,2.289999999999999,0.12410715866137867,0.8631024457469331,-0.01302127552127813,-0.4604800960546831,0.0,0.0,0.0,-0.006189458689460636,-0.05589285714285808,0.24017857142857935
120165518_20260308-104441_sealed_extEq_intEq_noHeat_noChange_na,202603131000,W0012,2026-03-08 21:00:00,2026-03-09 09:00:00,2026-03-09 03:00:00,647,低信息工况,exclude_low_info,unknown,,,no_transition,,,,,,,,,,,12.91500772797527,0.09568374573119444,-0.02607634772124778,13.46032457496136,0.11774080679182938,-0.024213684603932053,51.08749613601237,0.6194746397710011,0.1777629668944408,53.25185471406491,0.955166636737654,0.13620822629540089,5.760618206746897,0.0383737818499188,0.010763957008469615,6.210961344185218,0.11874168853904038,0.0066026999047862165,-0.5453168469860896,0.06943056810186071,-0.0018626631173157358,-0.45034313743832216,0.11169793554643742,0.004161257103683147,12.995386996904026,12.834876543209877,-0.1605104536941493,13.548328173374614,13.372592592592591,-0.1757355807820229,50.55777089783282,51.615586419753086,1.0578155219202685,52.940681114551076,53.56206790123457,0.6213867866834946,5.729521573779329,5.791618862452219,0.06209728867288966,6.208286217245994,6.213628214559815,0.005341997313821345,-0.5529411764705883,-0.5377160493827159,0.015225127087872381,-0.47876464346666575,-0.4220093521075968,0.05675529135906893,-0.037846612675726386,-0.010781246883063846,0.009496530859218312,0.01434553760305595,-0.25,-0.15000000000000036,2.1700000000000017,0.1565196167733376,0.8076453282693475,0.459060756802757,0.33969724157844056,0.0,0.0,0.0,0.03157967032967157,-0.04518518518518455,0.22841036414565252
120165518_20260308-104441_sealed_extEq_intEq_noHeat_noChange_na,202603131000,W0013,2026-03-08 22:00:00,2026-03-09 10:00:00,2026-03-09 04:00:00,645,低信息工况,exclude_low_info,unknown,,,no_transition,,,,,,,,,,,12.90013953488372,0.08023923315342933,-0.01810884867375466,13.452279069767444,0.10708844205372291,-0.010389761942955456,51.264930232558136,0.5864620762368834,0.16898633166642596,53.48837209302326,1.2642419663697888,0.26048272869339945,5.775407981423034,0.04590181442132097,0.012598129652283342,6.23563087202968,0.1604832136950723,0.02651536325156913,-0.5521395348837208,0.07667029761941965,-0.007719086730799098,-0.4602228906066461,0.12929419808618248,-0.013917233599285693,12.95950310559006,12.840959752321982,-0.11854335326807686,13.49972049689441,13.404984520123838,-0.094735976770572,50.758447204968945,51.76984520123839,1.0113979962694444,52.82217391304347,54.15250773993807,1.3303338268946021,5.739514767491878,5.811190070852857,0.07167530336097894,6.175794109829057,6.2952823810965555,0.11948827126749872,-0.5402173913043478,-0.5640247678018574,-0.023807376497509636,-0.43627934233717974,-0.48409231024369925,-0.04781296790651951,-0.03636979568386224,0.009336559118733549,0.008454721827542302,0.020353463000137306,-0.10999999999999943,0.030000000000001137,1.9899999999999949,0.18642170639580513,0.6998930581965006,0.6774025452202438,0.7564578243187356,0.0,0.0,0.0,0.08146164021163926,-0.04518518518518455,0.21313725490195878
120165518_20260308-104441_sealed_extEq_intEq_noHeat_noChange_na,202603131000,W0014,2026-03-08 23:00:00,2026-03-09 11:00:00,2026-03-09 05:00:00,649,低信息工况,exclude_low_info,unknown,,,no_transition,,,,,,,,,,,12.89909090909091,0.07793994637733523,-0.006093218443680169,13.463251155624036,0.12168340867581307,0.004100382426673778,51.42214175654853,0.5565958634258003,0.15927549680109865,53.824129429892146,1.546546497730283,0.35857836109150754,5.792901052798973,0.059207755911848126,0.01582351321779388,6.279552706050314,0.20900075378187621,0.04373412445603037,-0.5641602465331278,0.07956059239138118,-0.01019360087035505,-0.4866516532513412,0.1589005668297502,-0.02791061123823687,12.927191358024691,12.871076923076922,-0.056114434947769354,13.460185185185185,13.466307692307693,0.006122507122507059,50.93555555555555,51.907230769230765,0.971675213675212,52.809629629629626,54.835507692307694,2.0258780626780677,5.748041885164968,5.837622192224875,0.08958030705990705,6.159307678370101,6.399427749029973,0.24012007065987273,-0.5329938271604939,-0.595230769230769,-0.06223694207027508,-0.4112657932051343,-0.561805556805098,-0.15053976359996374,-0.03306777856815445,0.03916141076820879,0.00842478600335223,0.028937764906639674,0.07000000000000028,0.16000000000000014,1.8499999999999943,0.23570982435034704,0.7671658510405032,0.7644856544184114,0.8864012388362301,0.0,0.0,0.0,0.11516498316498414,-0.04518518518518455,0.20259259259259466
