file,sheet,window_id,start_time,end_time,window_center_time,class_label,predicted_group,expected_family,expected_match,transition_phase,seal_label,heat_source_inferred,hole_time,mean_in_temp,std_in_temp,slope_in_temp,mean_out_temp,std_out_temp,slope_out_temp,mean_in_hum,std_in_hum,slope_in_hum,mean_out_hum,std_out_hum,slope_out_hum,mean_AH_in,std_AH_in,slope_AH_in,mean_AH_out,std_AH_out,slope_AH_out,mean_dT,std_dT,slope_dT,mean_dAH,std_dAH,slope_dAH,first_mean_in_temp,second_mean_in_temp,delta_half_in_temp,first_mean_out_temp,second_mean_out_temp,delta_half_out_temp,first_mean_in_hum,second_mean_in_hum,delta_half_in_hum,first_mean_out_hum,second_mean_out_hum,delta_half_out_hum,first_mean_AH_in,second_mean_AH_in,delta_half_AH_in,first_mean_AH_out,second_mean_AH_out,delta_half_AH_out,first_mean_dT,second_mean_dT,delta_half_dT,first_mean_dAH,second_mean_dAH,delta_half_dAH,first_slope_in_temp,second_slope_in_temp,first_slope_AH_in,second_slope_AH_in,delta_in_temp,delta_out_temp,delta_in_hum,delta_AH_in,corr_temp,corr_hum,corr_AH,high_in_hum_ratio,high_out_hum_ratio,in_ah_gt_out_ah_ratio,max_hourly_temp_rise,max_hourly_temp_drop,max_hourly_hum_rise,transition_score,transition_rank_pct,cooling_response_flag
2026-03-13 080032_unseal_heated,Serial Data Log,W0001,2026-03-13 08:00:00,2026-03-13 20:00:00,2026-03-13 14:00:00,热源启动窗口,heat_related,ext_high_hum_with_heat,1.0,no_transition,unseal,有,,23.529638386648124,5.696598959196859,1.5619235864474803,18.291307371349095,3.2602166330671585,0.9267894331149605,60.32376912378303,1.2868299487871235,-0.19692279006865432,93.71148817802504,2.734028043405963,-0.7522407840164496,13.290171514403614,3.6928939802622387,1.0333983049521123,14.796286790057572,2.3750831814173265,0.6775026356951281,5.238331015299026,2.5699063522001135,0.6351341533325209,-1.5061152756539582,1.3771004582989264,0.35589566925698407,18.894428969359332,28.15197222222222,9.257543252862888,15.444958217270194,21.129749999999998,5.684791782729803,61.09119777158774,59.55847222222222,-1.5327255493655159,96.20300835654595,91.22688888888887,-4.976119467657085,10.200757469555143,16.37100385357195,6.1702463840168065,12.733026724017767,16.853815578136153,4.120788854118386,3.449470752089137,7.022222222222222,3.572751470133085,-2.5322692544626237,-0.48281172456420524,2.0494575298984183,2.5295834439594085,0.7065318775228717,1.5024507304344874,0.5926097267420535,16.14,9.29,-0.5400000000000063,10.775224098547454,0.9820037007146725,0.6812877056560109,0.9908914810793918,0.0,1.0,0.0,4.273949152542368,-0.03966666666666718,3.7351581920903953,0.0,,False
2026-03-13 080032_unseal_heated,Serial Data Log,W0002,2026-03-13 09:00:00,2026-03-13 21:00:00,2026-03-13 15:00:00,热源启动窗口,heat_related,ext_high_hum_with_heat,1.0,no_transition,unseal,有,,24.893129346314325,5.115560518028142,1.3702716039888903,19.0853685674548,3.134609409841946,0.8849612868197717,60.27141863699582,1.318162577517047,-0.2620754838993687,93.09880389429763,2.8362113228067343,-0.7913484164698075,14.20391201379405,3.390151321889567,0.9358886955306029,15.384049197990166,2.2932686313521713,0.6506561212621007,5.807760778859527,2.134690225892469,0.48531031716911965,-1.1801371841961161,1.158993780418311,0.28523257426850185,20.96891364902507,28.806444444444445,7.837530795419376,16.441281337047354,21.722111111111108,5.280829774063754,61.117047353760434,59.42813888888889,-1.6889084648715453,95.5517270194986,90.65269444444445,-4.89903257505415,11.477118926006487,16.92313067633776,5.446011750331273,13.436748548970753,17.32594067854008,3.8891921295693255,4.527632311977717,7.0843333333333325,2.5567010213556154,-1.9596296229642671,-0.4028100022023213,1.5568196207619458,2.541394127264197,0.582072255871528,1.533791983260071,0.5055494436576748,16.509999999999998,9.66,-0.6799999999999997,11.092767971519635,0.9802705377056781,0.7754062259122565,0.9909888451119861,0.0,1.0,0.0,4.273949152542368,0.37266666666666737,3.7351581920903953,0.0,,False
2026-03-13 080032_unseal_heated,Serial Data Log,W0003,2026-03-13 10:00:00,2026-03-13 22:00:00,2026-03-13 16:00:00,热源启动窗口,heat_related,ext_high_hum_with_heat,1.0,no_transition,unseal,有,,26.28375521557719,4.033415346900186,1.073652229897638,19.903741307371348,2.8078502755228456,0.7863143692141088,60.21136300417246,1.3500188094510917,-0.3213299028889598,92.44283727399164,2.8487998284086764,-0.7963406378746636,15.141146491657514,2.793135980754244,0.7718795932041519,15.988111652923745,2.062171590276285,0.5813808149745822,6.380013908205842,1.356714705047691,0.2873378606835297,-0.8469651612662276,0.7656174968373868,0.1904987782295699,23.217130919220057,29.34186111111111,6.124730191891054,17.582952646239555,22.218083333333333,4.635130687093778,61.0924791086351,59.33269444444444,-1.7597846641906543,94.7725069637883,90.1196388888889,-4.652868074899402,12.88549309994052,17.390534179508627,4.505041079568107,14.252623995774597,17.718778511025253,3.466154515250656,5.6341782729805026,7.123777777777778,1.4895995047972752,-1.3671308958340753,-0.32824433151662374,1.0388865643174516,1.9896160030190722,0.47410821225691546,1.2442586101782003,0.424042948918345,16.810000000000002,9.919999999999998,-0.759999999999998,11.359969594829451,0.9850481997022554,0.8753470332147688,0.9954981006429274,0.0,1.0,0.0,4.273949152542368,0.285499999999999,-0.030833333333333712,0.0,,False
2026-03-13 080032_unseal_heated,Serial Data Log,W0004,2026-03-13 11:00:00,2026-03-13 23:00:00,2026-03-13 17:00:00,热源启动窗口,heat_related,ext_high_hum_with_heat,1.0,no_transition,unseal,有,,27.428250000000006,2.9486187792161327,0.805977395887651,20.669430555555554,2.3667794901754426,0.6626724514333884,59.842569444444436,0.8380654809657412,-0.20926233258376717,91.71966666666667,2.6815536152344426,-0.7439344051280964,15.920726892438779,2.250130226489334,0.6285256724133796,16.548644646104258,1.7543659009733648,0.4944749621690962,6.758819444444445,0.6300620281270652,0.1433049444542636,-0.6279177536654762,0.5127147830319894,0.13405071024428286,25.079083333333337,29.777416666666667,4.698333333333331,18.703805555555554,22.635055555555557,3.931250000000002,60.422222222222224,59.26291666666666,-1.1593055555555623,93.83394444444444,89.6053888888889,-4.228555555555545,14.059665902772778,17.78178788210478,3.7221219793320017,15.056142138356341,18.04114715385217,2.985005015495828,6.375277777777779,7.142361111111111,0.767083333333332,-0.9964762355835626,-0.2593592717473898,0.7371169638361728,1.3689831138932402,0.3816748951182047,0.9574290368658368,0.34959570899639547,11.32,8.47,-3.6700000000000017,8.178532986380484,0.9958129059843632,0.9573047585497235,0.9978348374635698,0.0,1.0,0.0,2.3356666666666683,0.23100000000000165,-0.0276666666666614,0.0,,False
2026-03-13 080032_unseal_heated,Serial Data Log,W0005,2026-03-13 12:00:00,2026-03-14 00:00:00,2026-03-13 18:00:00,热源启动窗口,heat_related,ext_high_hum_with_heat,1.0,no_transition,unseal,有,,28.244555555555557,2.3295705842030445,0.6409494828733129,21.313097222222222,2.003246875296671,0.560367693486848,59.60495833333332,0.5378417162627255,-0.13888181868535765,90.93644444444445,2.268292569115982,-0.6352820630318637,16.53481279621067,1.889801094167029,0.5279021650317415,17.0113303440993,1.5205787200297676,0.4259428467228818,6.931458333333334,0.3577439911623891,0.08058178938646525,-0.47651754788862966,0.38164277286903786,0.10195931830886003,26.362111111111112,30.127,3.764888888888887,19.64275,22.983444444444448,3.3406944444444484,59.99797222222222,59.21194444444444,-0.7860277777777753,92.77055555555556,89.10233333333335,-3.6682222222222123,14.966348808902023,18.103276783519316,3.1369279746172936,15.723584001947291,18.299076686251304,2.575492684304013,6.719361111111112,7.143555555555556,0.42419444444444476,-0.7572351930452706,-0.19579990273198863,0.561435290313282,1.0601888398725507,0.3034725513316223,0.8032701221053614,0.2838220282477671,8.510000000000002,7.009999999999998,-2.1700000000000017,6.659599584895302,0.9976971331755567,0.9684397391514025,0.9983772841277243,0.0,1.0,0.0,1.5823333333333345,0.17599999999999838,-0.014500000000005286,0.0,,False
2026-03-13 080032_unseal_heated,Serial Data Log,W0006,2026-03-13 13:00:00,2026-03-14 01:00:00,2026-03-13 19:00:00,热源启动窗口,heat_related,ext_high_hum_with_heat,1.0,no_transition,unseal,有,,28.87911111111111,1.889745047271515,0.5198582516341265,21.849875,1.7064087205262923,0.4751961016770017,59.456388888888895,0.37797206317923215,-0.09854531367173996,90.24509722222221,1.8997943645380464,-0.5445927889099639,17.044791234836588,1.5994085762083408,0.44543941146066285,17.4001239839713,1.3211550797520928,0.36528303143877777,7.02923611111111,0.20383349671393602,0.04466214995712431,-0.35533274913471463,0.2841285529110741,0.08015638002188476,27.349888888888888,30.408333333333335,3.058444444444447,20.436027777777777,23.263722222222217,2.8276944444444396,59.738305555555556,59.17447222222223,-0.5638333333333279,91.8728611111111,88.61733333333333,-3.255527777777772,15.722419615518074,18.3671628541551,2.6447432386370266,16.30820727015111,18.492040697791495,2.1838334276403835,6.91386111111111,7.14461111111111,0.23074999999999957,-0.5857876546330347,-0.12487784363639452,0.4609098109966402,0.8607973898022862,0.24038090982655452,0.6903325950564184,0.2290965641051518,6.819999999999997,5.940000000000001,-1.4399999999999977,5.624808414631422,0.9987695070507349,0.9419804814804359,0.9992181916956312,0.0,1.0,0.0,1.2583333333333329,0.1546666666666674,-0.013999999999995794,0.0,,False
2026-03-13 080032_unseal_heated,Serial Data Log,W0007,2026-03-13 14:00:00,2026-03-14 02:00:00,2026-03-13 20:00:00,热源启动窗口,heat_related,ext_high_hum_with_heat,1.0,no_transition,unseal,有,,29.392055555555554,1.5372171801472574,0.42224728477364476,22.30933333333333,1.4349217363430535,0.3980545350454545,59.35311111111112,0.2735478313017493,-0.07138669396771471,89.69618055555554,1.7573916997270445,-0.5054150417672071,17.475886137810303,1.3456254190941765,0.37347462302839435,17.744386203190963,1.1020235539403935,0.30111064272597143,7.0827222222222215,0.11852398010003888,0.024192749728190462,-0.2685000653806609,0.25270724258992866,0.07236398030242185,28.15197222222222,30.632138888888893,2.4801666666666726,21.129749999999998,23.48891666666666,2.3591666666666633,59.55847222222222,59.14775000000001,-0.410722222222212,91.22688888888887,88.16547222222222,-3.061416666666645,16.37100385357195,18.580768422048656,2.2097645684767073,16.853815578136153,18.634956828245773,1.78114125010962,7.022222222222222,7.143222222222222,0.12099999999999955,-0.48281172456420524,-0.05418840619711648,0.4286233183670888,0.7065318775228717,0.19191473737518622,0.5926097267420535,0.18598445784384998,5.509999999999998,5.09,-1.0799999999999983,4.706203149451467,0.9991876874105845,0.9300132108570189,0.9984762800884326,0.0,1.0,0.0,0.9998333333333349,0.12300000000000111,-0.01016666666667021,0.0,,False
2026-03-13 080032_unseal_heated,Serial Data Log,W0008,2026-03-13 15:00:00,2026-03-14 03:00:00,2026-03-13 21:00:00,复杂耦合工况,complex_coupled,ext_high_hum_with_heat,1.0,no_transition,unseal,有,,29.809041666666666,1.251111905327535,0.342877710725283,22.69623611111111,1.1984513070094902,0.33126865982819714,59.27851388888889,0.20188372237252358,-0.05253999506399795,89.19941666666666,1.6725837844468174,-0.48105337591874414,17.838906916581973,1.1253016516667647,0.3111793534488691,18.032290901994372,0.8961029263965247,0.24178761699673068,7.112805555555554,0.07004799445246043,0.011609050897085435,-0.19338398541240048,0.24186511689687645,0.06939173645213867,28.806444444444445,30.811638888888886,2.0051944444444416,21.722111111111108,23.67036111111111,1.9482500000000016,59.42813888888889,59.128888888888895,-0.2992499999999936,90.65269444444445,87.7461388888889,-2.9065555555555562,16.92313067633776,18.75468315682619,1.8315524804884298,17.32594067854008,18.738641125448666,1.4127004469085875,7.0843333333333325,7.141277777777777,0.056944444444444464,-0.4028100022023213,0.01604203137752034,0.4188520335798417,0.582072255871528,0.15633834525729962,0.5055494436576748,0.15286159156979084,4.529999999999998,4.219999999999999,-0.740000000000002,4.009820126808812,0.9992885195378161,0.9253151083671044,0.9970414709765082,0.0,1.0,0.0,0.8301666666666669,0.10683333333333422,-0.01016666666667021,0.0,,False
2026-03-13 080032_unseal_heated,Serial Data Log,W0009,2026-03-13 16:00:00,2026-03-14 04:00:00,2026-03-13 22:00:00,复杂耦合工况,complex_coupled,ext_high_hum_with_heat,1.0,no_transition,unseal,有,,30.148152777777774,1.0111798168314272,0.2764946014774716,23.016875000000002,0.9927625921263612,0.27289001587572337,59.224138888888895,0.14817229620198186,-0.03827266514125825,88.74038888888889,1.5985061224531867,-0.45906788634951995,18.14260412751092,0.9307306696646588,0.25648785493932114,18.264936957647524,0.7098086643796176,0.1883857871759237,7.131277777777778,0.03511206863205745,0.0036045856017478317,-0.12233283013659998,0.23725641923805138,0.06810206776339887,29.34186111111111,30.95444444444444,1.6125833333333297,22.218083333333333,23.815666666666665,1.5975833333333327,59.33269444444444,59.11558333333333,-0.2171111111111088,90.1196388888889,87.36113888888889,-2.758500000000012,17.390534179508627,18.894674075513215,1.5041398960045882,17.718778511025253,18.811095404269793,1.09231689324454,7.123777777777778,7.1387777777777774,0.01499999999999968,-0.32824433151662374,0.0835786712434238,0.4118230027600476,0.47410821225691546,0.125810441126227,0.424042948918345,0.12422486566297757,3.629999999999999,3.469999999999999,-0.529999999999994,3.300407118407648,0.9995548872024234,0.9258235696112497,0.9943357439802204,0.0,1.0,0.0,0.6918333333333315,0.06533333333333147,0.0024999999999977263,0.0,,False
2026-03-13 080032_unseal_heated,Serial Data Log,W0010,2026-03-13 17:00:00,2026-03-14 05:00:00,2026-03-13 23:00:00,复杂耦合工况,complex_coupled,ext_high_hum_with_heat,1.0,no_transition,unseal,有,,30.422833333333337,0.8116121938884534,0.22158624594158086,23.282430555555557,0.8092418596329324,0.2211635976470253,59.18416666666666,0.10976837416405626,-0.0280422936402637,88.3037638888889,1.5169455896375712,-0.43483241671945755,18.394436458870583,0.7614855994959394,0.20928849039173864,18.448400674361913,0.541721487287635,0.14078614788407254,7.140402777777778,0.020743589738079483,0.00042264829455681917,-0.05396421549133514,0.2386427635231415,0.06850234250766667,29.777416666666667,31.06825,1.2908333333333317,22.635055555555557,23.92980555555556,1.294750000000004,59.26291666666666,59.10541666666667,-0.15749999999999176,89.6053888888889,87.0021388888889,-2.6032500000000027,17.78178788210478,19.007085035636383,1.2252971535316028,18.04114715385217,18.855654194871658,0.814507041019489,7.142361111111111,7.138444444444445,-0.003916666666666124,-0.2593592717473898,0.15143084076471952,0.41079011251210934,0.3816748951182047,0.10067273193581674,0.34959570899639547,0.09987813666904488,2.9399999999999977,2.8599999999999994,-0.4200000000000017,2.7222014011866733,0.999676702090512,0.9245089224686521,0.9895105109075909,0.0,1.0,0.0,0.5641666666666652,0.05699999999999861,0.0024999999999977263,0.0,,False
